-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MAX     MERRA-2 Temperature at 2 Meters Maximum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MAX
29.5,34.375,2019,1,1,17.62
29.5,35.0,2019,1,1,18.26
29.5,35.625,2019,1,1,14.88
30.0,34.375,2019,1,1,17.76
30.0,35.0,2019,1,1,18.41
30.0,35.625,2019,1,1,12.98
30.5,34.375,2019,1,1,17.45
30.5,35.0,2019,1,1,18.91
30.5,35.625,2019,1,1,12.87
31.0,34.375,2019,1,1,18.06
31.0,35.0,2019,1,1,18.66
31.0,35.625,2019,1,1,16.75
31.5,34.375,2019,1,1,18.58
31.5,35.0,2019,1,1,17.32
31.5,35.625,2019,1,1,19.32
32.0,34.375,2019,1,1,18.28
32.0,35.0,2019,1,1,17.02
32.0,35.625,2019,1,1,19.9
32.5,34.375,2019,1,1,18.14
32.5,35.0,2019,1,1,18.11
32.5,35.625,2019,1,1,19.76
33.0,34.375,2019,1,1,17.93
33.0,35.0,2019,1,1,17.94
33.0,35.625,2019,1,1,17.91
29.5,34.375,2019,1,2,16.42
29.5,35.0,2019,1,2,17.36
29.5,35.625,2019,1,2,14.88
30.0,34.375,2019,1,2,17.16
30.0,35.0,2019,1,2,17.09
30.0,35.625,2019,1,2,13.13
30.5,34.375,2019,1,2,17.04
30.5,35.0,2019,1,2,17.45
30.5,35.625,2019,1,2,12.77
31.0,34.375,2019,1,2,18.02
31.0,35.0,2019,1,2,17.69
31.0,35.625,2019,1,2,15.85
31.5,34.375,2019,1,2,18.7
31.5,35.0,2019,1,2,16.43
31.5,35.625,2019,1,2,17.78
32.0,34.375,2019,1,2,18.35
32.0,35.0,2019,1,2,16.08
32.0,35.625,2019,1,2,17.77
32.5,34.375,2019,1,2,18.4
32.5,35.0,2019,1,2,17.25
32.5,35.625,2019,1,2,17.33
33.0,34.375,2019,1,2,18.41
33.0,35.0,2019,1,2,17.28
33.0,35.625,2019,1,2,15.0
29.5,34.375,2019,1,3,15.53
29.5,35.0,2019,1,3,16.38
29.5,35.625,2019,1,3,13.59
30.0,34.375,2019,1,3,15.11
30.0,35.0,2019,1,3,15.65
30.0,35.625,2019,1,3,10.68
30.5,34.375,2019,1,3,14.77
30.5,35.0,2019,1,3,15.98
30.5,35.625,2019,1,3,9.96
31.0,34.375,2019,1,3,15.79
31.0,35.0,2019,1,3,15.83
31.0,35.625,2019,1,3,13.82
31.5,34.375,2019,1,3,16.47
31.5,35.0,2019,1,3,14.17
31.5,35.625,2019,1,3,16.2
32.0,34.375,2019,1,3,18.15
32.0,35.0,2019,1,3,14.16
32.0,35.625,2019,1,3,16.48
32.5,34.375,2019,1,3,18.61
32.5,35.0,2019,1,3,15.54
32.5,35.625,2019,1,3,15.81
33.0,34.375,2019,1,3,18.46
33.0,35.0,2019,1,3,16.04
33.0,35.625,2019,1,3,13.72
29.5,34.375,2019,1,4,16.88
29.5,35.0,2019,1,4,20.02
29.5,35.625,2019,1,4,17.02
30.0,34.375,2019,1,4,17.38
30.0,35.0,2019,1,4,19.82
30.0,35.625,2019,1,4,14.76
30.5,34.375,2019,1,4,17.38
30.5,35.0,2019,1,4,19.15
30.5,35.625,2019,1,4,15.05
31.0,34.375,2019,1,4,18.09
31.0,35.0,2019,1,4,17.6
31.0,35.625,2019,1,4,19.38
31.5,34.375,2019,1,4,18.17
31.5,35.0,2019,1,4,16.92
31.5,35.625,2019,1,4,19.13
32.0,34.375,2019,1,4,17.78
32.0,35.0,2019,1,4,16.56
32.0,35.625,2019,1,4,18.94
32.5,34.375,2019,1,4,18.51
32.5,35.0,2019,1,4,17.45
32.5,35.625,2019,1,4,18.47
33.0,34.375,2019,1,4,18.47
33.0,35.0,2019,1,4,17.34
33.0,35.625,2019,1,4,16.33
29.5,34.375,2019,1,5,16.51
29.5,35.0,2019,1,5,17.79
29.5,35.625,2019,1,5,15.89
30.0,34.375,2019,1,5,15.67
30.0,35.0,2019,1,5,16.41
30.0,35.625,2019,1,5,12.82
30.5,34.375,2019,1,5,15.19
