-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2019,1,1,3.86
29.5,35.0,2019,1,1,6.61
29.5,35.625,2019,1,1,-0.26
30.0,34.375,2019,1,1,4.59
30.0,35.0,2019,1,1,5.88
30.0,35.625,2019,1,1,0.22
30.5,34.375,2019,1,1,5.24
30.5,35.0,2019,1,1,5.62
30.5,35.625,2019,1,1,2.62
31.0,34.375,2019,1,1,6.29
31.0,35.0,2019,1,1,4.52
31.0,35.625,2019,1,1,6.2
31.5,34.375,2019,1,1,10.57
31.5,35.0,2019,1,1,4.58
31.5,35.625,2019,1,1,7.61
32.0,34.375,2019,1,1,16.18
32.0,35.0,2019,1,1,5.9
32.0,35.625,2019,1,1,5.94
32.5,34.375,2019,1,1,17.21
32.5,35.0,2019,1,1,8.75
32.5,35.625,2019,1,1,6.11
33.0,34.375,2019,1,1,17.22
33.0,35.0,2019,1,1,11.24
33.0,35.625,2019,1,1,6.29
29.5,34.375,2019,1,2,3.36
29.5,35.0,2019,1,2,6.83
29.5,35.625,2019,1,2,3.62
30.0,34.375,2019,1,2,3.9
30.0,35.0,2019,1,2,4.82
30.0,35.625,2019,1,2,2.72
30.5,34.375,2019,1,2,3.89
30.5,35.0,2019,1,2,4.68
30.5,35.625,2019,1,2,3.3
31.0,34.375,2019,1,2,4.8
31.0,35.0,2019,1,2,5.03
31.0,35.625,2019,1,2,5.7
31.5,34.375,2019,1,2,11.36
31.5,35.0,2019,1,2,4.84
31.5,35.625,2019,1,2,8.45
32.0,34.375,2019,1,2,17.45
32.0,35.0,2019,1,2,7.41
32.0,35.625,2019,1,2,7.29
32.5,34.375,2019,1,2,17.26
32.5,35.0,2019,1,2,11.06
32.5,35.625,2019,1,2,5.67
33.0,34.375,2019,1,2,16.65
33.0,35.0,2019,1,2,13.62
33.0,35.625,2019,1,2,3.72
29.5,34.375,2019,1,3,2.88
29.5,35.0,2019,1,3,4.43
29.5,35.625,2019,1,3,1.17
30.0,34.375,2019,1,3,3.71
30.0,35.0,2019,1,3,3.82
30.0,35.625,2019,1,3,0.77
30.5,34.375,2019,1,3,4.51
30.5,35.0,2019,1,3,5.25
30.5,35.625,2019,1,3,1.54
31.0,34.375,2019,1,3,6.47
31.0,35.0,2019,1,3,5.14
31.0,35.625,2019,1,3,4.66
31.5,34.375,2019,1,3,11.89
31.5,35.0,2019,1,3,4.83
31.5,35.625,2019,1,3,6.65
32.0,34.375,2019,1,3,15.87
32.0,35.0,2019,1,3,8.18
32.0,35.625,2019,1,3,5.96
32.5,34.375,2019,1,3,16.8
32.5,35.0,2019,1,3,11.77
32.5,35.625,2019,1,3,6.66
33.0,34.375,2019,1,3,16.84
33.0,35.0,2019,1,3,14.37
33.0,35.625,2019,1,3,6.35
29.5,34.375,2019,1,4,4.95
29.5,35.0,2019,1,4,5.47
29.5,35.625,2019,1,4,0.22
30.0,34.375,2019,1,4,4.33
30.0,35.0,2019,1,4,4.74
30.0,35.625,2019,1,4,-1.12
30.5,34.375,2019,1,4,3.66
30.5,35.0,2019,1,4,6.75
30.5,35.625,2019,1,4,-0.21
31.0,34.375,2019,1,4,4.95
31.0,35.0,2019,1,4,7.31
31.0,35.625,2019,1,4,3.06
31.5,34.375,2019,1,4,10.32
31.5,35.0,2019,1,4,5.86
31.5,35.625,2019,1,4,7.42
32.0,34.375,2019,1,4,16.56
32.0,35.0,2019,1,4,7.39
32.0,35.625,2019,1,4,5.92
32.5,34.375,2019,1,4,17.08
32.5,35.0,2019,1,4,10.17
32.5,35.625,2019,1,4,5.19
33.0,34.375,2019,1,4,17.11
33.0,35.0,2019,1,4,13.43
33.0,35.625,2019,1,4,3.57
29.5,34.375,2019,1,5,3.85
29.5,35.0,2019,1,5,6.28
29.5,35.625,2019,1,5,1.85
30.0,34.375,2019,1,5,4.29
30.0,35.0,2019,1,5,5.16
30.0,35.625,2019,1,5,0.48
30.5,34.375,2019,1,5,4.35
30.5,35.0,2019,1,5,5.43
30.5,35.625,2019,1,5,0.77
31.0,34.375,2019,1,5,6.18
31.0,35.0,2019,1,5,5.69
31.0,35.625,2019,1,5,4.5
31.5,34.375,2019,1,5,12.8
31.5,35.0,2019,1,5,5.38
31.5,35.625,2019,1,5,8.12
32.0,34.375,2019,1,5,16.99
32.0,35.0,2019,1,5,8.46
32.0,35.625,2019,1,5,4.81
32.5,34.375,2019,1,5,16.84
32.5,35.0,2019,1,5,8.41
32.5,35.625,2019,1,5,3.27
33.0,34.375,2019,1,5,16.83
33.0,35.0,2019,1,5,10.99
33.0,35.625,2019,1,5,3.75
29.5,34.375,2019,1,6,1.3
29.5,35.0,2019,1,6,2.87
29.5,35.625,2019,1,6,0.05
30.0,34.375,2019,1,6,2.64
30.0,35.0,2019,1,6,2.7
30.0,35.625,2019,1,6,-1.26
30.5,34.375,2019,1,6,2.88
30.5,35.0,2019,1,6,3.78
30.5,35.625,2019,1,6,-1.13
31.0,34.375,2019,1,6,5.11
31.0,35.0,2019,1,6,3.16
31.0,35.625,2019,1,6,2.71
31.5,34.375,2019,1,6,11.01
31.5,35.0,2019,1,6,3.33
31.5,35.625,2019,1,6,5.69
32.0,34.375,2019,1,6,15.08
32.0,35.0,2019,1,6,7.38
32.0,35.625,2019,1,6,4.09
32.5,34.375,2019,1,6,15.18
32.5,35.0,2019,1,6,12.23
32.5,35.625,2019,1,6,5.91
33.0,34.375,2019,1,6,15.11
33.0,35.0,2019,1,6,13.41
33.0,35.625,2019,1,6,7.34
29.5,34.375,2019,1,7,-0.86
29.5,35.0,2019,1,7,2.24
29.5,35.625,2019,1,7,-3.1
30.0,34.375,2019,1,7,0.62
30.0,35.0,2019,1,7,0.94
30.0,35.625,2019,1,7,-2.8
30.5,34.375,2019,1,7,1.59
30.5,35.0,2019,1,7,2.22
30.5,35.625,2019,1,7,-1.89
31.0,34.375,2019,1,7,4.17
31.0,35.0,2019,1,7,1.91
31.0,35.625,2019,1,7,1.82
31.5,34.375,2019,1,7,9.87
31.5,35.0,2019,1,7,2.62
31.5,35.625,2019,1,7,4.71
32.0,34.375,2019,1,7,14.41
32.0,35.0,2019,1,7,6.93
32.0,35.625,2019,1,7,5.01
32.5,34.375,2019,1,7,15.18
32.5,35.0,2019,1,7,11.19
32.5,35.625,2019,1,7,6.81
33.0,34.375,2019,1,7,15.14
33.0,35.0,2019,1,7,13.13
33.0,35.625,2019,1,7,7.12
29.5,34.375,2019,1,8,0.75
29.5,35.0,2019,1,8,3.96
29.5,35.625,2019,1,8,-1.69
30.0,34.375,2019,1,8,2.1
30.0,35.0,2019,1,8,2.4
30.0,35.625,2019,1,8,-2.07
30.5,34.375,2019,1,8,3.24
30.5,35.0,2019,1,8,3.37
30.5,35.625,2019,1,8,-1.29
31.0,34.375,2019,1,8,5.79
31.0,35.0,2019,1,8,2.68
31.0,35.625,2019,1,8,2.39
31.5,34.375,2019,1,8,10.93
31.5,35.0,2019,1,8,3.41
31.5,35.625,2019,1,8,5.72
32.0,34.375,2019,1,8,15.04
32.0,35.0,2019,1,8,6.96
32.0,35.625,2019,1,8,4.17
32.5,34.375,2019,1,8,14.96
32.5,35.0,2019,1,8,10.4
32.5,35.625,2019,1,8,4.48
33.0,34.375,2019,1,8,14.6
33.0,35.0,2019,1,8,12.46
33.0,35.625,2019,1,8,6.18
29.5,34.375,2019,1,9,0.68
29.5,35.0,2019,1,9,2.38
29.5,35.625,2019,1,9,0.16
30.0,34.375,2019,1,9,1.57
30.0,35.0,2019,1,9,1.8
30.0,35.625,2019,1,9,-0.56
30.5,34.375,2019,1,9,1.41
30.5,35.0,2019,1,9,2.53
30.5,35.625,2019,1,9,-0.41
31.0,34.375,2019,1,9,4.8
31.0,35.0,2019,1,9,4.03
31.0,35.625,2019,1,9,2.92
31.5,34.375,2019,1,9,11.71
31.5,35.0,2019,1,9,6.33
31.5,35.625,2019,1,9,6.3
