-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2019 through 12/31/2019 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MIN     MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MIN
29.5,34.375,2019,1,1,2.8
29.5,35.0,2019,1,1,1.2
29.5,35.625,2019,1,1,2.16
30.0,34.375,2019,1,1,1.72
30.0,35.0,2019,1,1,0.4
30.0,35.625,2019,1,1,1.14
30.5,34.375,2019,1,1,0.03
30.5,35.0,2019,1,1,0.43
30.5,35.625,2019,1,1,0.26
31.0,34.375,2019,1,1,0.85
31.0,35.0,2019,1,1,0.62
31.0,35.625,2019,1,1,0.38
31.5,34.375,2019,1,1,2.49
31.5,35.0,2019,1,1,1.43
31.5,35.625,2019,1,1,0.19
32.0,34.375,2019,1,1,2.86
32.0,35.0,2019,1,1,1.75
32.0,35.625,2019,1,1,0.24
32.5,34.375,2019,1,1,2.39
32.5,35.0,2019,1,1,1.36
32.5,35.625,2019,1,1,0.32
33.0,34.375,2019,1,1,1.83
33.0,35.0,2019,1,1,1.57
33.0,35.625,2019,1,1,1.16
29.5,34.375,2019,1,2,1.59
29.5,35.0,2019,1,2,0.55
29.5,35.625,2019,1,2,0.08
30.0,34.375,2019,1,2,2.16
30.0,35.0,2019,1,2,1.12
30.0,35.625,2019,1,2,0.45
30.5,34.375,2019,1,2,2.09
30.5,35.0,2019,1,2,1.66
30.5,35.625,2019,1,2,1.16
31.0,34.375,2019,1,2,2.71
31.0,35.0,2019,1,2,0.94
31.0,35.625,2019,1,2,1.97
31.5,34.375,2019,1,2,3.18
31.5,35.0,2019,1,2,1.43
31.5,35.625,2019,1,2,1.21
32.0,34.375,2019,1,2,3.98
32.0,35.0,2019,1,2,1.89
32.0,35.625,2019,1,2,1.01
32.5,34.375,2019,1,2,3.77
32.5,35.0,2019,1,2,1.34
32.5,35.625,2019,1,2,1.5
33.0,34.375,2019,1,2,3.53
33.0,35.0,2019,1,2,1.74
33.0,35.625,2019,1,2,1.45
29.5,34.375,2019,1,3,1.51
29.5,35.0,2019,1,3,1.03
29.5,35.625,2019,1,3,0.38
30.0,34.375,2019,1,3,1.64
30.0,35.0,2019,1,3,0.37
30.0,35.625,2019,1,3,0.23
30.5,34.375,2019,1,3,1.53
30.5,35.0,2019,1,3,0.8
30.5,35.625,2019,1,3,0.84
31.0,34.375,2019,1,3,2.65
31.0,35.0,2019,1,3,1.02
31.0,35.625,2019,1,3,0.85
31.5,34.375,2019,1,3,3.93
31.5,35.0,2019,1,3,1.6
31.5,35.625,2019,1,3,1.08
32.0,34.375,2019,1,3,6.67
32.0,35.0,2019,1,3,2.83
32.0,35.625,2019,1,3,1.44
32.5,34.375,2019,1,3,8.19
32.5,35.0,2019,1,3,4.04
32.5,35.625,2019,1,3,1.84
33.0,34.375,2019,1,3,8.71
33.0,35.0,2019,1,3,5.75
33.0,35.625,2019,1,3,1.47
29.5,34.375,2019,1,4,0.32
29.5,35.0,2019,1,4,1.48
29.5,35.625,2019,1,4,1.06
30.0,34.375,2019,1,4,0.61
30.0,35.0,2019,1,4,1.07
30.0,35.625,2019,1,4,2.01
30.5,34.375,2019,1,4,1.02
30.5,35.0,2019,1,4,0.14
30.5,35.625,2019,1,4,0.86
31.0,34.375,2019,1,4,1.48
31.0,35.0,2019,1,4,0.57
31.0,35.625,2019,1,4,1.61
31.5,34.375,2019,1,4,1.75
31.5,35.0,2019,1,4,1.01
31.5,35.625,2019,1,4,1.41
32.0,34.375,2019,1,4,1.26
32.0,35.0,2019,1,4,1.65
32.0,35.625,2019,1,4,1.55
32.5,34.375,2019,1,4,1.29
32.5,35.0,2019,1,4,0.61
32.5,35.625,2019,1,4,1.3
33.0,34.375,2019,1,4,2.79
33.0,35.0,2019,1,4,1.1
33.0,35.625,2019,1,4,1.03
29.5,34.375,2019,1,5,1.97
29.5,35.0,2019,1,5,0.2
29.5,35.625,2019,1,5,1.29
30.0,34.375,2019,1,5,0.01
30.0,35.0,2019,1,5,0.78
30.0,35.625,2019,1,5,1.81
30.5,34.375,2019,1,5,0.95
30.5,35.0,2019,1,5,0.59
30.5,35.625,2019,1,5,1.32
31.0,34.375,2019,1,5,0.15
31.0,35.0,2019,1,5,1.63
31.0,35.625,2019,1,5,1.57
31.5,34.375,2019,1,5,1.25
31.5,35.0,2019,1,5,2.41
31.5,35.625,2019,1,5,0.86
32.0,34.375,2019,1,5,1.11
32.0,35.0,2019,1,5,0.73
32.0,35.625,2019,1,5,0.94
32.5,34.375,2019,1,5,0.18
32.5,35.0,2019,1,5,0.24
32.5,35.625,2019,1,5,0.5
33.0,34.375,2019,1,5,1.56
33.0,35.0,2019,1,5,1.92
33.0,35.625,2019,1,5,0.62
29.5,34.375,2019,1,6,4.15
29.5,35.0,2019,1,6,2.49
29.5,35.625,2019,1,6,3.68
30.0,34.375,2019,1,6,3.74
30.0,35.0,2019,1,6,3.27
30.0,35.625,2019,1,6,3.72
30.5,34.375,2019,1,6,3.54
30.5,35.0,2019,1,6,4.01
30.5,35.625,2019,1,6,3.45
31.0,34.375,2019,1,6,4.25
31.0,35.0,2019,1,6,3.52
31.0,35.625,2019,1,6,3.64
31.5,34.375,2019,1,6,6.56
31.5,35.0,2019,1,6,3.23
31.5,35.625,2019,1,6,3.38
32.0,34.375,2019,1,6,9.48
32.0,35.0,2019,1,6,4.13
32.0,35.625,2019,1,6,2.93
32.5,34.375,2019,1,6,10.01
32.5,35.0,2019,1,6,5.25
32.5,35.625,2019,1,6,2.15
33.0,34.375,2019,1,6,9.68
33.0,35.0,2019,1,6,6.43
33.0,35.625,2019,1,6,1.64
29.5,34.375,2019,1,7,3.45
29.5,35.0,2019,1,7,1.45
29.5,35.625,2019,1,7,2.12
30.0,34.375,2019,1,7,3.49
30.0,35.0,2019,1,7,2.52
30.0,35.625,2019,1,7,2.89
