"Electricity statistics by Region, Technology, Data Type and Year",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,"Electricity statistics (MW/GWh) by Country/area, Technology, Data Type, Grid connection and Year",Unnamed: 5
,,,2018.0,145452.96,,
,,,2019.0,155254.94,,
,,,2020.0,146134.28,,
,,,2021.0,165630.92,,
,,,2022.0,174706.76,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,28015.83,,
,,,2001.0,26017.4,,
,,,2002.0,6431.34,,
,,,2003.0,7278.92,,
,,,2004.0,7606.97,,
,,,2005.0,8833.74,,
,,,2006.0,9295.32,,
,,,2007.0,9202.72,,
,,,2008.0,9382.97,,
,,,2009.0,9866.94,,
,,,2010.0,12932.8,,
,,,2011.0,12092.03,,
,,,2012.0,12886.96,,
,,,2013.0,14239.39,,
,,,2014.0,14960.15,,
,,,2015.0,14992.36,,
,,,2016.0,16078.96,,
,,,2017.0,17958.16,,
,,,2018.0,22197.7,,
,,,2019.0,24836.83,,
,,,2020.0,26136.33,,
,,,2021.0,29219.7,,
,,,2022.0,44772.8,,
,,,2023.0,45427.16,,
Africa,Total renewable,Electricity Generation (GWh),2000.0,78949.94,,
,,,2001.0,85957.37,,
,,,2002.0,84089.32,,
,,,2003.0,86029.06,,
,,,2004.0,91237.95,,
,,,2005.0,98585.7,,
,,,2006.0,100558.12,,
,,,2007.0,99334.7,,
,,,2008.0,103703,,
,,,2009.0,110687.67,,
,,,2010.0,115906.89,,
,,,2011.0,117475.08,,
,,,2012.0,120611.33,,
,,,2013.0,127503.77,,
,,,2014.0,134902.65,,
,,,2015.0,137603.56,,
,,,2016.0,138340.97,,
,,,2017.0,148627.75,,
,,,2018.0,161982.91,,
,,,2019.0,173792.32,,
,,,2020.0,184969.67,,
,,,2021.0,197613.01,,
,,,2022.0,204542.34,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,21864.95,,
,,,2001.0,22020.05,,
,,,2002.0,22290.42,,
,,,2003.0,22687.22,,
,,,2004.0,22791.81,,
,,,2005.0,22910.38,,
,,,2006.0,22909.64,,
,,,2007.0,23276.14,,
,,,2008.0,23726.21,,
,,,2009.0,25828.15,,
,,,2010.0,26948.31,,
,,,2011.0,27390.24,,
,,,2012.0,28342.66,,
,,,2013.0,30589.14,,
,,,2014.0,32510.77,,
,,,2015.0,34769.77,,
,,,2016.0,37476.48,,
,,,2017.0,42869.13,,
,,,2018.0,48187.12,,
,,,2019.0,50309.99,,
,,,2020.0,53714.74,,
,,,2021.0,55610.77,,
,,,2022.0,59342.27,,
,,,2023.0,62065.78,,
,Solar energy,Electricity Generation (GWh),2000.0,11.65,,
,,,2001.0,14.78,,
,,,2002.0,17.5,,
,,,2003.0,20.93,,
,,,2004.0,25.3,,
,,,2005.0,30.6,,
,,,2006.0,39.07,,
,,,2007.0,48.29,,
,,,2008.0,59.45,,
,,,2009.0,83.88,,
,,,2010.0,175.82,,
,,,2011.0,598.64,,
,,,2012.0,1054.82,,
,,,2013.0,739.37,,
,,,2014.0,2020.41,,
,,,2015.0,3309.76,,
,,,2016.0,5130.09,,
,,,2017.0,7926.83,,
,,,2018.0,10232.22,,
,,,2019.0,13199.76,,
,,,2020.0,17423.47,,
,,,2021.0,21046.75,,
,,,2022.0,22463.28,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,8.56,,
,,,2001.0,10.71,,
,,,2002.0,12.68,,
,,,2003.0,15.12,,
,,,2004.0,18.42,,
,,,2005.0,22.01,,
,,,2006.0,29.44,,
,,,2007.0,38.01,,
,,,2008.0,48.81,,
,,,2009.0,87.14,,
,,,2010.0,210.73,,
,,,2011.0,289.13,,
,,,2012.0,337.67,,
,,,2013.0,643.88,,
,,,2014.0,1630.38,,
,,,2015.0,2125.41,,
,,,2016.0,3296.11,,
,,,2017.0,5048.16,,
,,,2018.0,7944.28,,
,,,2019.0,9293.14,,
,,,2020.0,10658.71,,
,,,2021.0,11581.59,,
,,,2022.0,12646,,
,,,2023.0,13438.07,,
,Wind energy,Electricity Generation (GWh),2000.0,185.09,,
,,,2001.0,425.25,,
,,,2002.0,455.16,,
,,,2003.0,468.36,,
,,,2004.0,639.09,,
,,,2005.0,804.17,,
,,,2006.0,809.56,,
,,,2007.0,990.88,,
,,,2008.0,1222.53,,
,,,2009.0,1483.65,,
,,,2010.0,2012.29,,
,,,2011.0,2407.88,,
,,,2012.0,2830.71,,
,,,2013.0,3499.91,,
,,,2014.0,4477.43,,
,,,2015.0,5457.22,,
,,,2016.0,7006.38,,
,,,2017.0,7152.1,,
,,,2018.0,7845.3,,
,,,2019.0,9727.09,,
,,,2020.0,10741.54,,
,,,2021.0,12737.23,,
,,,2022.0,12995.89,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,139.05,,
,,,2001.0,139.05,,
,,,2002.0,144.31,,
,,,2003.0,153.79,,
,,,2004.0,236.11,,
,,,2005.0,240.18,,
,,,2006.0,327.91,,
,,,2007.0,470.1,,
,,,2008.0,555.3,,
,,,2009.0,742.4,,
,,,2010.0,864.78,,
,,,2011.0,994.98,,
,,,2012.0,1131.99,,
,,,2013.0,1741.83,,
,,,2014.0,2399.4,,
,,,2015.0,3320.27,,
,,,2016.0,3831.39,,
,,,2017.0,4578.26,,
,,,2018.0,5470.65,,
,,,2019.0,5527.85,,
,,,2020.0,6513.75,,
,,,2021.0,6908.75,,
,,,2022.0,7744.85,,
,,,2023.0,8653.63,,
,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,76120.74,,
,,,2001.0,82806.9,,
,,,2002.0,80875.35,,
,,,2003.0,82676.76,,
,,,2004.0,87309.65,,
,,,2005.0,94347.74,,
,,,2006.0,96305.55,,
,,,2007.0,94886.34,,
,,,2008.0,98920.34,,
,,,2009.0,105356.41,,
,,,2010.0,109759.82,,
,,,2011.0,110361.35,,
,,,2012.0,112258.42,,
,,,2013.0,118374.34,,
,,,2014.0,122284.17,,
,,,2015.0,121307.39,,
,,,2016.0,118245.63,,
,,,2017.0,125566.71,,
,,,2018.0,135415.49,,
,,,2019.0,142110.58,,
,,,2020.0,148310.89,,
,,,2021.0,155558.25,,
,,,2022.0,160505.16,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,20842.06,,
,,,2001.0,20964.11,,
,,,2002.0,21205.25,,
,,,2003.0,21582.13,,
,,,2004.0,21522.11,,
,,,2005.0,21549.76,,
,,,2006.0,21521.49,,
,,,2007.0,21722.38,,
,,,2008.0,22031.83,,
,,,2009.0,23821.03,,
,,,2010.0,24631.59,,
,,,2011.0,24782.37,,
,,,2012.0,25445.98,,
,,,2013.0,26703.82,,
,,,2014.0,26728.22,,
,,,2015.0,27237.6,,
,,,2016.0,28166.09,,
,,,2017.0,30923.44,,
,,,2018.0,32287.93,,
,,,2019.0,32993.23,,
,,,2020.0,33852.46,,
,,,2021.0,34332.87,,
,,,2022.0,36079.02,,
,,,2023.0,37083.68,,
,Marine energy,Electricity Generation (GWh),2000.0,-,,
,,,2001.0,-,,
,,,2002.0,-,,
,,,2003.0,-,,
,,,2004.0,-,,
,,,2005.0,-,,
,,,2006.0,-,,
,,,2007.0,-,,
,,,2008.0,-,,
,,,2009.0,-,,
,,,2010.0,-,,
,,,2011.0,-,,
,,,2012.0,-,,
,,,2013.0,-,,
,,,2014.0,-,,
,,,2015.0,-,,
,,,2016.0,-,,
,,,2017.0,-,,
,,,2018.0,-,,
,,,2019.0,-,,
,,,2020.0,-,,
,,,2021.0,-,,
,,,2022.0,-,,
,,,2023.0,-,,
,,Electricity Installed Capacity (MW),2000.0,-,,
,,,2001.0,-,,
,,,2002.0,-,,
,,,2003.0,-,,
,,,2004.0,-,,
,,,2005.0,-,,
,,,2006.0,-,,
,,,2007.0,-,,
,,,2008.0,-,,
,,,2009.0,-,,
,,,2010.0,-,,
,,,2011.0,-,,
,,,2012.0,-,,
,,,2013.0,-,,
,,,2014.0,-,,
,,,2015.0,-,,
,,,2016.0,-,,
,,,2017.0,-,,
,,,2018.0,-,,
,,,2019.0,-,,
,,,2020.0,-,,
,,,2021.0,-,,
,,,2022.0,-,,
,,,2023.0,-,,
,Bioenergy,Electricity Generation (GWh),2000.0,2200.46,,
,,,2001.0,2235.94,,
,,,2002.0,2303.3,,
,,,2003.0,2275.01,,
,,,2004.0,2352.4,,
,,,2005.0,2384.18,,
,,,2006.0,2373.94,,
,,,2007.0,2348.71,,
