-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2024,1,1,10.0
29.5,35.0,2024,1,1,12.85
29.5,35.625,2024,1,1,12.58
30.0,34.375,2024,1,1,10.59
30.0,35.0,2024,1,1,12.64
30.0,35.625,2024,1,1,12.22
30.5,34.375,2024,1,1,11.14
30.5,35.0,2024,1,1,10.58
30.5,35.625,2024,1,1,12.1
31.0,34.375,2024,1,1,10.89
31.0,35.0,2024,1,1,10.03
31.0,35.625,2024,1,1,12.36
31.5,34.375,2024,1,1,4.84
31.5,35.0,2024,1,1,11.47
31.5,35.625,2024,1,1,10.73
32.0,34.375,2024,1,1,1.89
32.0,35.0,2024,1,1,11.31
32.0,35.625,2024,1,1,12.61
32.5,34.375,2024,1,1,1.89
32.5,35.0,2024,1,1,9.66
32.5,35.625,2024,1,1,13.99
33.0,34.375,2024,1,1,1.83
33.0,35.0,2024,1,1,6.26
33.0,35.625,2024,1,1,12.83
29.5,34.375,2024,1,2,9.77
29.5,35.0,2024,1,2,9.57
29.5,35.625,2024,1,2,11.53
30.0,34.375,2024,1,2,9.45
30.0,35.0,2024,1,2,9.62
30.0,35.625,2024,1,2,9.67
30.5,34.375,2024,1,2,8.66
30.5,35.0,2024,1,2,8.55
30.5,35.625,2024,1,2,8.81
31.0,34.375,2024,1,2,7.33
31.0,35.0,2024,1,2,8.93
31.0,35.625,2024,1,2,8.94
31.5,34.375,2024,1,2,4.11
31.5,35.0,2024,1,2,9.97
31.5,35.625,2024,1,2,9.02
32.0,34.375,2024,1,2,1.38
32.0,35.0,2024,1,2,8.12
32.0,35.625,2024,1,2,11.01
32.5,34.375,2024,1,2,1.19
32.5,35.0,2024,1,2,6.3
32.5,35.625,2024,1,2,11.9
33.0,34.375,2024,1,2,1.14
33.0,35.0,2024,1,2,4.85
33.0,35.625,2024,1,2,10.22
29.5,34.375,2024,1,3,10.4
29.5,35.0,2024,1,3,11.53
29.5,35.625,2024,1,3,11.06
