-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2024 through 12/31/2024 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2024,1,1,7.7
29.5,35.0,2024,1,1,6.93
29.5,35.625,2024,1,1,3.37
30.0,34.375,2024,1,1,8.39
30.0,35.0,2024,1,1,7.12
30.0,35.625,2024,1,1,2.58
30.5,34.375,2024,1,1,8.02
30.5,35.0,2024,1,1,9.39
30.5,35.625,2024,1,1,2.97
31.0,34.375,2024,1,1,9.29
31.0,35.0,2024,1,1,9.85
31.0,35.625,2024,1,1,6.88
31.5,34.375,2024,1,1,16.29
31.5,35.0,2024,1,1,8.42
31.5,35.625,2024,1,1,10.58
32.0,34.375,2024,1,1,18.58
32.0,35.0,2024,1,1,8.53
32.0,35.625,2024,1,1,8.27
32.5,34.375,2024,1,1,18.63
32.5,35.0,2024,1,1,10.64
32.5,35.625,2024,1,1,7.05
33.0,34.375,2024,1,1,18.15
33.0,35.0,2024,1,1,13.39
33.0,35.625,2024,1,1,6.21
29.5,34.375,2024,1,2,7.01
29.5,35.0,2024,1,2,8.44
29.5,35.625,2024,1,2,4.94
30.0,34.375,2024,1,2,8.31
30.0,35.0,2024,1,2,8.52
30.0,35.625,2024,1,2,4.12
30.5,34.375,2024,1,2,9.07
30.5,35.0,2024,1,2,10.25
30.5,35.625,2024,1,2,4.1
31.0,34.375,2024,1,2,11.21
31.0,35.0,2024,1,2,10.13
31.0,35.625,2024,1,2,7.93
31.5,34.375,2024,1,2,15.79
31.5,35.0,2024,1,2,8.72
31.5,35.625,2024,1,2,11.12
32.0,34.375,2024,1,2,18.9
32.0,35.0,2024,1,2,10.71
32.0,35.625,2024,1,2,9.75
32.5,34.375,2024,1,2,19.09
32.5,35.0,2024,1,2,13.07
32.5,35.625,2024,1,2,8.91
33.0,34.375,2024,1,2,18.73
33.0,35.0,2024,1,2,14.32
33.0,35.625,2024,1,2,9.25
29.5,34.375,2024,1,3,6.79
29.5,35.0,2024,1,3,7.87
29.5,35.625,2024,1,3,4.85
30.0,34.375,2024,1,3,8.17
30.0,35.0,2024,1,3,8.33
30.0,35.625,2024,1,3,4.35
30.5,34.375,2024,1,3,9.56
30.5,35.0,2024,1,3,9.76
30.5,35.625,2024,1,3,5.41
31.0,34.375,2024,1,3,11.73
31.0,35.0,2024,1,3,10.89
31.0,35.625,2024,1,3,8.48
31.5,34.375,2024,1,3,15.93
31.5,35.0,2024,1,3,11.31
31.5,35.625,2024,1,3,10.88
32.0,34.375,2024,1,3,18.3
32.0,35.0,2024,1,3,13.07
32.0,35.625,2024,1,3,11.09
32.5,34.375,2024,1,3,18.72
32.5,35.0,2024,1,3,14.63
32.5,35.625,2024,1,3,9.01
33.0,34.375,2024,1,3,18.72
33.0,35.0,2024,1,3,15.26
33.0,35.625,2024,1,3,8.03
29.5,34.375,2024,1,4,6.77
29.5,35.0,2024,1,4,7.62
29.5,35.625,2024,1,4,2.81
30.0,34.375,2024,1,4,7.64
30.0,35.0,2024,1,4,7.17
30.0,35.625,2024,1,4,2.21
30.5,34.375,2024,1,4,7.72
30.5,35.0,2024,1,4,9.25
30.5,35.625,2024,1,4,3.39
31.0,34.375,2024,1,4,9.69
31.0,35.0,2024,1,4,10.56
31.0,35.625,2024,1,4,6.22
31.5,34.375,2024,1,4,16.54
31.5,35.0,2024,1,4,9.88
31.5,35.625,2024,1,4,10.94
32.0,34.375,2024,1,4,18.8
32.0,35.0,2024,1,4,12.46
32.0,35.625,2024,1,4,10.03
32.5,34.375,2024,1,4,19.03
32.5,35.0,2024,1,4,14.14
32.5,35.625,2024,1,4,8.66
33.0,34.375,2024,1,4,19.09
33.0,35.0,2024,1,4,14.7
33.0,35.625,2024,1,4,7.47
29.5,34.375,2024,1,5,6.08
29.5,35.0,2024,1,5,6.94
29.5,35.625,2024,1,5,3.57
30.0,34.375,2024,1,5,7.45
30.0,35.0,2024,1,5,7.43
30.0,35.625,2024,1,5,3.59
30.5,34.375,2024,1,5,9.06
30.5,35.0,2024,1,5,9.58
30.5,35.625,2024,1,5,5.05
31.0,34.375,2024,1,5,9.66
31.0,35.0,2024,1,5,10.27
31.0,35.625,2024,1,5,8.37
31.5,34.375,2024,1,5,14.82
31.5,35.0,2024,1,5,10.83
31.5,35.625,2024,1,5,10.15
32.0,34.375,2024,1,5,18.78
32.0,35.0,2024,1,5,11.79
32.0,35.625,2024,1,5,8.9
32.5,34.375,2024,1,5,19.09
32.5,35.0,2024,1,5,14.4
32.5,35.625,2024,1,5,8.45
33.0,34.375,2024,1,5,19.26
33.0,35.0,2024,1,5,15.87
33.0,35.625,2024,1,5,8.76
29.5,34.375,2024,1,6,5.25
29.5,35.0,2024,1,6,6.96
29.5,35.625,2024,1,6,3.37
30.0,34.375,2024,1,6,6.51
30.0,35.0,2024,1,6,7.0
30.0,35.625,2024,1,6,3.56
30.5,34.375,2024,1,6,7.5
30.5,35.0,2024,1,6,8.96
30.5,35.625,2024,1,6,5.19
31.0,34.375,2024,1,6,10.57
31.0,35.0,2024,1,6,10.34
31.0,35.625,2024,1,6,7.41
31.5,34.375,2024,1,6,15.38
31.5,35.0,2024,1,6,10.14
31.5,35.625,2024,1,6,11.31
32.0,34.375,2024,1,6,18.1
32.0,35.0,2024,1,6,11.65
32.0,35.625,2024,1,6,10.94
32.5,34.375,2024,1,6,19.18
32.5,35.0,2024,1,6,13.2
32.5,35.625,2024,1,6,10.68
33.0,34.375,2024,1,6,19.4
33.0,35.0,2024,1,6,15.86
33.0,35.625,2024,1,6,9.64
29.5,34.375,2024,1,7,7.22
29.5,35.0,2024,1,7,10.33
29.5,35.625,2024,1,7,3.45
30.0,34.375,2024,1,7,8.36
30.0,35.0,2024,1,7,10.03
30.0,35.625,2024,1,7,4.13
30.5,34.375,2024,1,7,9.7
30.5,35.0,2024,1,7,10.03
30.5,35.625,2024,1,7,6.53
31.0,34.375,2024,1,7,11.25
31.0,35.0,2024,1,7,8.75
31.0,35.625,2024,1,7,11.05
31.5,34.375,2024,1,7,14.4
31.5,35.0,2024,1,7,8.66
31.5,35.625,2024,1,7,11.9
32.0,34.375,2024,1,7,17.1
32.0,35.0,2024,1,7,9.85
32.0,35.625,2024,1,7,10.25
32.5,34.375,2024,1,7,18.28
32.5,35.0,2024,1,7,11.97
32.5,35.625,2024,1,7,10.13
33.0,34.375,2024,1,7,18.59
33.0,35.0,2024,1,7,14.22
33.0,35.625,2024,1,7,9.2
29.5,34.375,2024,1,8,8.92
29.5,35.0,2024,1,8,12.9
29.5,35.625,2024,1,8,7.62
30.0,34.375,2024,1,8,8.98
30.0,35.0,2024,1,8,10.34
30.0,35.625,2024,1,8,7.43
30.5,34.375,2024,1,8,8.67
30.5,35.0,2024,1,8,10.29
30.5,35.625,2024,1,8,7.9
31.0,34.375,2024,1,8,9.78
31.0,35.0,2024,1,8,10.79
31.0,35.625,2024,1,8,11.49
31.5,34.375,2024,1,8,14.39
31.5,35.0,2024,1,8,8.86
31.5,35.625,2024,1,8,13.95
32.0,34.375,2024,1,8,19.33
32.0,35.0,2024,1,8,10.94
32.0,35.625,2024,1,8,12.38
32.5,34.375,2024,1,8,19.66
32.5,35.0,2024,1,8,13.47
32.5,35.625,2024,1,8,9.69
33.0,34.375,2024,1,8,19.54
33.0,35.0,2024,1,8,14.63
33.0,35.625,2024,1,8,7.29
29.5,34.375,2024,1,9,7.23
29.5,35.0,2024,1,9,10.32
29.5,35.625,2024,1,9,8.24
30.0,34.375,2024,1,9,8.23
30.0,35.0,2024,1,9,9.63
30.0,35.625,2024,1,9,6.63
30.5,34.375,2024,1,9,8.16
30.5,35.0,2024,1,9,9.29
30.5,35.625,2024,1,9,7.37
31.0,34.375,2024,1,9,8.61
31.0,35.0,2024,1,9,9.76
31.0,35.625,2024,1,9,9.04
31.5,34.375,2024,1,9,14.39
31.5,35.0,2024,1,9,9.61
31.5,35.625,2024,1,9,11.38
32.0,34.375,2024,1,9,18.94
32.0,35.0,2024,1,9,10.71
32.0,35.625,2024,1,9,11.29
32.5,34.375,2024,1,9,19.27
32.5,35.0,2024,1,9,13.94
32.5,35.625,2024,1,9,9.66
33.0,34.375,2024,1,9,19.19
33.0,35.0,2024,1,9,14.51
33.0,35.625,2024,1,9,7.9
29.5,34.375,2024,1,10,4.59
29.5,35.0,2024,1,10,8.04
29.5,35.625,2024,1,10,3.03
30.0,34.375,2024,1,10,6.28
30.0,35.0,2024,1,10,6.68
30.0,35.625,2024,1,10,1.86
30.5,34.375,2024,1,10,6.1
30.5,35.0,2024,1,10,6.65
30.5,35.625,2024,1,10,2.91
31.0,34.375,2024,1,10,5.72
31.0,35.0,2024,1,10,6.56
31.0,35.625,2024,1,10,6.96
31.5,34.375,2024,1,10,13.23
31.5,35.0,2024,1,10,5.31
31.5,35.625,2024,1,10,9.43
32.0,34.375,2024,1,10,18.69
32.0,35.0,2024,1,10,8.67
32.0,35.625,2024,1,10,7.95
32.5,34.375,2024,1,10,18.79
32.5,35.0,2024,1,10,13.23
32.5,35.625,2024,1,10,7.08
33.0,34.375,2024,1,10,18.49
33.0,35.0,2024,1,10,15.93
33.0,35.625,2024,1,10,7.8
29.5,34.375,2024,1,11,5.2
29.5,35.0,2024,1,11,5.58
29.5,35.625,2024,1,11,1.4
30.0,34.375,2024,1,11,5.24
30.0,35.0,2024,1,11,5.57
30.0,35.625,2024,1,11,0.61
30.5,34.375,2024,1,11,6.44
30.5,35.0,2024,1,11,6.76
30.5,35.625,2024,1,11,2.43
31.0,34.375,2024,1,11,7.58
31.0,35.0,2024,1,11,7.78
31.0,35.625,2024,1,11,7.06
31.5,34.375,2024,1,11,15.18
31.5,35.0,2024,1,11,8.55
31.5,35.625,2024,1,11,8.81
32.0,34.375,2024,1,11,18.01
32.0,35.0,2024,1,11,11.28
32.0,35.625,2024,1,11,8.6
32.5,34.375,2024,1,11,18.02
32.5,35.0,2024,1,11,13.49
32.5,35.625,2024,1,11,8.09
33.0,34.375,2024,1,11,17.62
33.0,35.0,2024,1,11,14.9
33.0,35.625,2024,1,11,7.68
29.5,34.375,2024,1,12,3.86
29.5,35.0,2024,1,12,5.43
29.5,35.625,2024,1,12,0.25
30.0,34.375,2024,1,12,4.62
30.0,35.0,2024,1,12,5.69
30.0,35.625,2024,1,12,0.87
30.5,34.375,2024,1,12,5.09
30.5,35.0,2024,1,12,6.71
30.5,35.625,2024,1,12,1.9
31.0,34.375,2024,1,12,8.53
31.0,35.0,2024,1,12,7.74
31.0,35.625,2024,1,12,5.89
31.5,34.375,2024,1,12,15.9
31.5,35.0,2024,1,12,9.09
31.5,35.625,2024,1,12,9.51
32.0,34.375,2024,1,12,18.08
32.0,35.0,2024,1,12,13.07
32.0,35.625,2024,1,12,10.16
32.5,34.375,2024,1,12,18.28
32.5,35.0,2024,1,12,14.94
32.5,35.625,2024,1,12,10.21
33.0,34.375,2024,1,12,18.14
33.0,35.0,2024,1,12,15.83
33.0,35.625,2024,1,12,8.83
29.5,34.375,2024,1,13,3.38
29.5,35.0,2024,1,13,7.45
29.5,35.625,2024,1,13,1.31
30.0,34.375,2024,1,13,4.2
30.0,35.0,2024,1,13,5.03
30.0,35.625,2024,1,13,0.23
30.5,34.375,2024,1,13,5.17
30.5,35.0,2024,1,13,5.95
30.5,35.625,2024,1,13,0.77
31.0,34.375,2024,1,13,6.7
31.0,35.0,2024,1,13,5.19
31.0,35.625,2024,1,13,4.78
31.5,34.375,2024,1,13,13.5
31.5,35.0,2024,1,13,5.39
31.5,35.625,2024,1,13,7.88
32.0,34.375,2024,1,13,18.14
32.0,35.0,2024,1,13,9.63
32.0,35.625,2024,1,13,7.0
32.5,34.375,2024,1,13,18.46
32.5,35.0,2024,1,13,14.28
32.5,35.625,2024,1,13,8.98
33.0,34.375,2024,1,13,18.39
33.0,35.0,2024,1,13,15.93
33.0,35.625,2024,1,13,8.13
29.5,34.375,2024,1,14,3.9
29.5,35.0,2024,1,14,5.96
29.5,35.625,2024,1,14,1.51
30.0,34.375,2024,1,14,5.31
30.0,35.0,2024,1,14,5.19
30.0,35.625,2024,1,14,0.94
30.5,34.375,2024,1,14,5.58
30.5,35.0,2024,1,14,6.74
30.5,35.625,2024,1,14,1.18
31.0,34.375,2024,1,14,6.88
31.0,35.0,2024,1,14,6.33
31.0,35.625,2024,1,14,5.57
31.5,34.375,2024,1,14,14.24
31.5,35.0,2024,1,14,8.45
31.5,35.625,2024,1,14,8.16
32.0,34.375,2024,1,14,17.61
32.0,35.0,2024,1,14,11.56
32.0,35.625,2024,1,14,9.09
32.5,34.375,2024,1,14,17.41
32.5,35.0,2024,1,14,13.21
32.5,35.625,2024,1,14,9.06
33.0,34.375,2024,1,14,16.91
33.0,35.0,2024,1,14,14.95
33.0,35.625,2024,1,14,7.42
29.5,34.375,2024,1,15,3.54
29.5,35.0,2024,1,15,4.93
29.5,35.625,2024,1,15,1.68
30.0,34.375,2024,1,15,5.31
30.0,35.0,2024,1,15,5.09
30.0,35.625,2024,1,15,1.52
30.5,34.375,2024,1,15,5.87
30.5,35.0,2024,1,15,6.21
30.5,35.625,2024,1,15,1.69
31.0,34.375,2024,1,15,7.01
31.0,35.0,2024,1,15,6.69
31.0,35.625,2024,1,15,5.69
31.5,34.375,2024,1,15,13.99
31.5,35.0,2024,1,15,8.66
31.5,35.625,2024,1,15,8.0
32.0,34.375,2024,1,15,17.51
32.0,35.0,2024,1,15,10.46
32.0,35.625,2024,1,15,8.81
32.5,34.375,2024,1,15,17.94
32.5,35.0,2024,1,15,13.24
32.5,35.625,2024,1,15,9.54
33.0,34.375,2024,1,15,17.72
33.0,35.0,2024,1,15,14.62
33.0,35.625,2024,1,15,7.8
29.5,34.375,2024,1,16,4.17
29.5,35.0,2024,1,16,6.02
29.5,35.625,2024,1,16,0.3
30.0,34.375,2024,1,16,5.54
30.0,35.0,2024,1,16,4.98
30.0,35.625,2024,1,16,-0.21
30.5,34.375,2024,1,16,4.85
30.5,35.0,2024,1,16,7.03
30.5,35.625,2024,1,16,1.18
31.0,34.375,2024,1,16,5.28
31.0,35.0,2024,1,16,7.67
31.0,35.625,2024,1,16,4.21
31.5,34.375,2024,1,16,11.74
31.5,35.0,2024,1,16,6.58
31.5,35.625,2024,1,16,7.83
32.0,34.375,2024,1,16,17.48
32.0,35.0,2024,1,16,8.12
32.0,35.625,2024,1,16,6.73
32.5,34.375,2024,1,16,18.07
32.5,35.0,2024,1,16,10.85
32.5,35.625,2024,1,16,6.08
33.0,34.375,2024,1,16,18.25
33.0,35.0,2024,1,16,13.4
33.0,35.625,2024,1,16,4.54
29.5,34.375,2024,1,17,3.5
29.5,35.0,2024,1,17,6.09
29.5,35.625,2024,1,17,4.12
30.0,34.375,2024,1,17,6.13
30.0,35.0,2024,1,17,6.28
30.0,35.625,2024,1,17,2.89
30.5,34.375,2024,1,17,6.84
30.5,35.0,2024,1,17,7.25
