-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS50M_MAX     MERRA-2 Wind Speed at 50 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS50M_MAX
29.5,34.375,2014,1,1,4.95
29.5,35.0,2014,1,1,4.6
29.5,35.625,2014,1,1,4.14
30.0,34.375,2014,1,1,4.0
30.0,35.0,2014,1,1,4.65
30.0,35.625,2014,1,1,4.31
30.5,34.375,2014,1,1,5.81
30.5,35.0,2014,1,1,3.93
30.5,35.625,2014,1,1,5.75
31.0,34.375,2014,1,1,6.48
31.0,35.0,2014,1,1,2.87
31.0,35.625,2014,1,1,5.74
31.5,34.375,2014,1,1,4.94
31.5,35.0,2014,1,1,3.33
31.5,35.625,2014,1,1,3.84
32.0,34.375,2014,1,1,3.71
32.0,35.0,2014,1,1,3.29
32.0,35.625,2014,1,1,3.1
32.5,34.375,2014,1,1,3.57
32.5,35.0,2014,1,1,4.27
32.5,35.625,2014,1,1,4.51
33.0,34.375,2014,1,1,3.74
33.0,35.0,2014,1,1,3.91
33.0,35.625,2014,1,1,5.27
29.5,34.375,2014,1,2,6.02
29.5,35.0,2014,1,2,5.8
29.5,35.625,2014,1,2,6.04
30.0,34.375,2014,1,2,6.6
30.0,35.0,2014,1,2,5.84
30.0,35.625,2014,1,2,7.1
30.5,34.375,2014,1,2,6.05
30.5,35.0,2014,1,2,5.34
30.5,35.625,2014,1,2,9.5
31.0,34.375,2014,1,2,5.7
31.0,35.0,2014,1,2,5.92
31.0,35.625,2014,1,2,8.5
31.5,34.375,2014,1,2,5.85
31.5,35.0,2014,1,2,4.62
31.5,35.625,2014,1,2,6.93
32.0,34.375,2014,1,2,5.66
32.0,35.0,2014,1,2,5.36
32.0,35.625,2014,1,2,7.04
32.5,34.375,2014,1,2,5.6
32.5,35.0,2014,1,2,5.29
32.5,35.625,2014,1,2,6.3
33.0,34.375,2014,1,2,5.36
33.0,35.0,2014,1,2,5.47
33.0,35.625,2014,1,2,6.44
29.5,34.375,2014,1,3,7.58
29.5,35.0,2014,1,3,6.42
29.5,35.625,2014,1,3,6.2
30.0,34.375,2014,1,3,7.62
30.0,35.0,2014,1,3,6.97
30.0,35.625,2014,1,3,8.06
30.5,34.375,2014,1,3,7.33
30.5,35.0,2014,1,3,7.66
30.5,35.625,2014,1,3,11.14
31.0,34.375,2014,1,3,6.46
31.0,35.0,2014,1,3,7.95
31.0,35.625,2014,1,3,10.42
31.5,34.375,2014,1,3,5.55
31.5,35.0,2014,1,3,6.23
31.5,35.625,2014,1,3,8.09
32.0,34.375,2014,1,3,4.49
32.0,35.0,2014,1,3,6.95
32.0,35.625,2014,1,3,8.16
32.5,34.375,2014,1,3,4.92
32.5,35.0,2014,1,3,6.9
32.5,35.625,2014,1,3,6.88
33.0,34.375,2014,1,3,6.69
33.0,35.0,2014,1,3,7.86
33.0,35.625,2014,1,3,6.83
29.5,34.375,2014,1,4,7.56
29.5,35.0,2014,1,4,6.94
29.5,35.625,2014,1,4,6.02
30.0,34.375,2014,1,4,7.22
30.0,35.0,2014,1,4,6.3
30.0,35.625,2014,1,4,7.63
30.5,34.375,2014,1,4,6.7
30.5,35.0,2014,1,4,6.15
30.5,35.625,2014,1,4,10.43
31.0,34.375,2014,1,4,5.99
31.0,35.0,2014,1,4,5.77
31.0,35.625,2014,1,4,9.19
31.5,34.375,2014,1,4,5.09
31.5,35.0,2014,1,4,6.74
31.5,35.625,2014,1,4,8.25
32.0,34.375,2014,1,4,5.97
32.0,35.0,2014,1,4,7.59
32.0,35.625,2014,1,4,8.58
32.5,34.375,2014,1,4,6.92
32.5,35.0,2014,1,4,7.71
32.5,35.625,2014,1,4,7.18
33.0,34.375,2014,1,4,8.53
33.0,35.0,2014,1,4,8.52
33.0,35.625,2014,1,4,7.01
29.5,34.375,2014,1,5,7.71
29.5,35.0,2014,1,5,6.47
29.5,35.625,2014,1,5,6.34
30.0,34.375,2014,1,5,7.51
30.0,35.0,2014,1,5,6.49
30.0,35.625,2014,1,5,6.96
30.5,34.375,2014,1,5,8.01
30.5,35.0,2014,1,5,7.52
30.5,35.625,2014,1,5,8.29
31.0,34.375,2014,1,5,7.39
31.0,35.0,2014,1,5,6.85
31.0,35.625,2014,1,5,8.48
31.5,34.375,2014,1,5,7.33
31.5,35.0,2014,1,5,7.02
31.5,35.625,2014,1,5,8.12
32.0,34.375,2014,1,5,7.98
32.0,35.0,2014,1,5,7.9
32.0,35.625,2014,1,5,7.23
32.5,34.375,2014,1,5,8.79
32.5,35.0,2014,1,5,7.53
32.5,35.625,2014,1,5,5.74
33.0,34.375,2014,1,5,8.75
33.0,35.0,2014,1,5,8.55
33.0,35.625,2014,1,5,7.3
29.5,34.375,2014,1,6,6.35
29.5,35.0,2014,1,6,7.03
29.5,35.625,2014,1,6,6.17
30.0,34.375,2014,1,6,6.3
