-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MIN     MERRA-2 Wind Speed at 10 Meters Minimum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MIN
29.5,34.375,2014,1,1,0.29
29.5,35.0,2014,1,1,0.84
29.5,35.625,2014,1,1,0.71
30.0,34.375,2014,1,1,0.73
30.0,35.0,2014,1,1,0.78
30.0,35.625,2014,1,1,0.33
30.5,34.375,2014,1,1,0.75
30.5,35.0,2014,1,1,0.5
30.5,35.625,2014,1,1,1.14
31.0,34.375,2014,1,1,0.29
31.0,35.0,2014,1,1,0.3
31.0,35.625,2014,1,1,1.15
31.5,34.375,2014,1,1,0.19
31.5,35.0,2014,1,1,0.54
31.5,35.625,2014,1,1,0.51
32.0,34.375,2014,1,1,0.96
32.0,35.0,2014,1,1,0.42
32.0,35.625,2014,1,1,0.11
32.5,34.375,2014,1,1,0.58
32.5,35.0,2014,1,1,0.26
32.5,35.625,2014,1,1,0.46
33.0,34.375,2014,1,1,0.21
33.0,35.0,2014,1,1,0.96
33.0,35.625,2014,1,1,0.21
29.5,34.375,2014,1,2,0.8
29.5,35.0,2014,1,2,1.23
29.5,35.625,2014,1,2,2.11
30.0,34.375,2014,1,2,1.55
30.0,35.0,2014,1,2,1.06
30.0,35.625,2014,1,2,1.75
30.5,34.375,2014,1,2,1.24
30.5,35.0,2014,1,2,1.08
30.5,35.625,2014,1,2,0.59
31.0,34.375,2014,1,2,1.26
31.0,35.0,2014,1,2,0.54
31.0,35.625,2014,1,2,0.75
31.5,34.375,2014,1,2,0.66
31.5,35.0,2014,1,2,0.39
31.5,35.625,2014,1,2,0.23
32.0,34.375,2014,1,2,2.32
32.0,35.0,2014,1,2,1.21
32.0,35.625,2014,1,2,1.51
32.5,34.375,2014,1,2,2.75
32.5,35.0,2014,1,2,1.27
32.5,35.625,2014,1,2,0.74
33.0,34.375,2014,1,2,1.45
33.0,35.0,2014,1,2,0.66
33.0,35.625,2014,1,2,0.41
29.5,34.375,2014,1,3,0.29
29.5,35.0,2014,1,3,0.93
29.5,35.625,2014,1,3,0.96
30.0,34.375,2014,1,3,0.5
30.0,35.0,2014,1,3,0.38
30.0,35.625,2014,1,3,1.2
30.5,34.375,2014,1,3,0.63
30.5,35.0,2014,1,3,0.66
30.5,35.625,2014,1,3,0.02
31.0,34.375,2014,1,3,0.71
31.0,35.0,2014,1,3,0.59
31.0,35.625,2014,1,3,0.92
31.5,34.375,2014,1,3,0.55
31.5,35.0,2014,1,3,0.3
31.5,35.625,2014,1,3,0.71
32.0,34.375,2014,1,3,0.47
32.0,35.0,2014,1,3,0.45
32.0,35.625,2014,1,3,2.05
32.5,34.375,2014,1,3,0.16
32.5,35.0,2014,1,3,0.27
32.5,35.625,2014,1,3,1.61
33.0,34.375,2014,1,3,0.26
33.0,35.0,2014,1,3,0.41
33.0,35.625,2014,1,3,1.4
29.5,34.375,2014,1,4,3.53
29.5,35.0,2014,1,4,2.06
29.5,35.625,2014,1,4,1.25
30.0,34.375,2014,1,4,1.83
30.0,35.0,2014,1,4,1.7
30.0,35.625,2014,1,4,2.4
30.5,34.375,2014,1,4,1.48
30.5,35.0,2014,1,4,1.6
30.5,35.625,2014,1,4,2.53
31.0,34.375,2014,1,4,0.23
31.0,35.0,2014,1,4,1.23
31.0,35.625,2014,1,4,2.5
31.5,34.375,2014,1,4,0.14
31.5,35.0,2014,1,4,1.41
31.5,35.625,2014,1,4,2.69
32.0,34.375,2014,1,4,0.8
32.0,35.0,2014,1,4,1.99
32.0,35.625,2014,1,4,2.48
32.5,34.375,2014,1,4,0.59
32.5,35.0,2014,1,4,0.93
32.5,35.625,2014,1,4,1.48
33.0,34.375,2014,1,4,0.98
33.0,35.0,2014,1,4,1.06
33.0,35.625,2014,1,4,1.58
29.5,34.375,2014,1,5,2.8
29.5,35.0,2014,1,5,2.56
29.5,35.625,2014,1,5,2.85
30.0,34.375,2014,1,5,0.27
30.0,35.0,2014,1,5,1.65
30.0,35.625,2014,1,5,2.67
30.5,34.375,2014,1,5,1.47
30.5,35.0,2014,1,5,1.68
30.5,35.625,2014,1,5,2.65
31.0,34.375,2014,1,5,2.25
31.0,35.0,2014,1,5,2.47
31.0,35.625,2014,1,5,2.85
31.5,34.375,2014,1,5,3.1
31.5,35.0,2014,1,5,2.07
31.5,35.625,2014,1,5,2.84
32.0,34.375,2014,1,5,2.8
32.0,35.0,2014,1,5,1.94
32.0,35.625,2014,1,5,1.33
32.5,34.375,2014,1,5,2.78
32.5,35.0,2014,1,5,1.55
32.5,35.625,2014,1,5,1.39
33.0,34.375,2014,1,5,0.96
33.0,35.0,2014,1,5,1.07
33.0,35.625,2014,1,5,1.36
29.5,34.375,2014,1,6,1.76
29.5,35.0,2014,1,6,2.59
29.5,35.625,2014,1,6,2.13
30.0,34.375,2014,1,6,2.62
30.0,35.0,2014,1,6,2.39
30.0,35.625,2014,1,6,1.66
30.5,34.375,2014,1,6,2.83
30.5,35.0,2014,1,6,2.23
30.5,35.625,2014,1,6,2.48
31.0,34.375,2014,1,6,2.14
31.0,35.0,2014,1,6,1.79
31.0,35.625,2014,1,6,1.95
31.5,34.375,2014,1,6,1.23
31.5,35.0,2014,1,6,1.03
31.5,35.625,2014,1,6,1.4
32.0,34.375,2014,1,6,1.19
32.0,35.0,2014,1,6,0.99
32.0,35.625,2014,1,6,1.59
32.5,34.375,2014,1,6,2.49
32.5,35.0,2014,1,6,1.31
32.5,35.625,2014,1,6,1.17
33.0,34.375,2014,1,6,2.21
33.0,35.0,2014,1,6,0.83
33.0,35.625,2014,1,6,1.29
29.5,34.375,2014,1,7,1.56
29.5,35.0,2014,1,7,3.01
29.5,35.625,2014,1,7,2.77
30.0,34.375,2014,1,7,2.76
30.0,35.0,2014,1,7,2.5
30.0,35.625,2014,1,7,3.27
30.5,34.375,2014,1,7,1.86
30.5,35.0,2014,1,7,0.83
30.5,35.625,2014,1,7,3.79
31.0,34.375,2014,1,7,1.41
31.0,35.0,2014,1,7,1.22
31.0,35.625,2014,1,7,2.31
31.5,34.375,2014,1,7,1.0
31.5,35.0,2014,1,7,1.41
31.5,35.625,2014,1,7,2.47
32.0,34.375,2014,1,7,1.15
32.0,35.0,2014,1,7,1.71
32.0,35.625,2014,1,7,2.06
32.5,34.375,2014,1,7,2.5
32.5,35.0,2014,1,7,1.57
32.5,35.625,2014,1,7,0.89
33.0,34.375,2014,1,7,2.79
33.0,35.0,2014,1,7,0.74
33.0,35.625,2014,1,7,0.4
29.5,34.375,2014,1,8,0.53
29.5,35.0,2014,1,8,1.18
29.5,35.625,2014,1,8,1.42
30.0,34.375,2014,1,8,0.48
30.0,35.0,2014,1,8,0.08
30.0,35.625,2014,1,8,2.41
30.5,34.375,2014,1,8,0.25
30.5,35.0,2014,1,8,0.92
30.5,35.625,2014,1,8,2.74
31.0,34.375,2014,1,8,0.62
31.0,35.0,2014,1,8,0.3
31.0,35.625,2014,1,8,1.57
31.5,34.375,2014,1,8,0.64
31.5,35.0,2014,1,8,0.23
31.5,35.625,2014,1,8,1.79
32.0,34.375,2014,1,8,0.33
32.0,35.0,2014,1,8,1.12
32.0,35.625,2014,1,8,2.81
32.5,34.375,2014,1,8,0.16
32.5,35.0,2014,1,8,2.19
32.5,35.625,2014,1,8,2.42
33.0,34.375,2014,1,8,2.86
33.0,35.0,2014,1,8,2.84
33.0,35.625,2014,1,8,2.53
29.5,34.375,2014,1,9,0.75
29.5,35.0,2014,1,9,0.54
29.5,35.625,2014,1,9,2.18
30.0,34.375,2014,1,9,1.35
30.0,35.0,2014,1,9,1.07
30.0,35.625,2014,1,9,2.25
30.5,34.375,2014,1,9,1.27
30.5,35.0,2014,1,9,0.75
30.5,35.625,2014,1,9,1.21
31.0,34.375,2014,1,9,2.7
31.0,35.0,2014,1,9,1.07
31.0,35.625,2014,1,9,0.34
31.5,34.375,2014,1,9,1.35
31.5,35.0,2014,1,9,1.07
31.5,35.625,2014,1,9,1.7
32.0,34.375,2014,1,9,0.8
32.0,35.0,2014,1,9,1.72
32.0,35.625,2014,1,9,2.57
32.5,34.375,2014,1,9,1.49
32.5,35.0,2014,1,9,1.5
32.5,35.625,2014,1,9,2.09
33.0,34.375,2014,1,9,2.01
33.0,35.0,2014,1,9,2.16
33.0,35.625,2014,1,9,3.44
29.5,34.375,2014,1,10,3.64
29.5,35.0,2014,1,10,2.8
29.5,35.625,2014,1,10,2.5
30.0,34.375,2014,1,10,2.5
30.0,35.0,2014,1,10,2.39
30.0,35.625,2014,1,10,2.32
30.5,34.375,2014,1,10,2.31
30.5,35.0,2014,1,10,2.79
30.5,35.625,2014,1,10,1.27
31.0,34.375,2014,1,10,2.29
31.0,35.0,2014,1,10,1.82
31.0,35.625,2014,1,10,0.36
31.5,34.375,2014,1,10,2.07
31.5,35.0,2014,1,10,0.73
31.5,35.625,2014,1,10,1.19
32.0,34.375,2014,1,10,1.31
32.0,35.0,2014,1,10,0.7
32.0,35.625,2014,1,10,1.56
32.5,34.375,2014,1,10,0.7
32.5,35.0,2014,1,10,0.64
32.5,35.625,2014,1,10,0.11
33.0,34.375,2014,1,10,0.91
33.0,35.0,2014,1,10,1.46
33.0,35.625,2014,1,10,0.39
29.5,34.375,2014,1,11,2.81
29.5,35.0,2014,1,11,2.84
29.5,35.625,2014,1,11,1.97
30.0,34.375,2014,1,11,2.28
30.0,35.0,2014,1,11,1.9
30.0,35.625,2014,1,11,2.06
30.5,34.375,2014,1,11,2.14
30.5,35.0,2014,1,11,1.58
30.5,35.625,2014,1,11,1.76
31.0,34.375,2014,1,11,2.31
31.0,35.0,2014,1,11,2.03
31.0,35.625,2014,1,11,1.21
31.5,34.375,2014,1,11,3.4
31.5,35.0,2014,1,11,1.93
31.5,35.625,2014,1,11,0.16
32.0,34.375,2014,1,11,4.71
32.0,35.0,2014,1,11,1.4
32.0,35.625,2014,1,11,1.13
32.5,34.375,2014,1,11,3.86
32.5,35.0,2014,1,11,1.16
32.5,35.625,2014,1,11,0.83
33.0,34.375,2014,1,11,2.8
33.0,35.0,2014,1,11,0.28
33.0,35.625,2014,1,11,1.0
29.5,34.375,2014,1,12,1.02
29.5,35.0,2014,1,12,1.62
29.5,35.625,2014,1,12,1.44
30.0,34.375,2014,1,12,0.94
30.0,35.0,2014,1,12,1.12
30.0,35.625,2014,1,12,0.94
30.5,34.375,2014,1,12,0.16
30.5,35.0,2014,1,12,0.27
30.5,35.625,2014,1,12,0.34
31.0,34.375,2014,1,12,1.12
31.0,35.0,2014,1,12,0.63
31.0,35.625,2014,1,12,0.4
31.5,34.375,2014,1,12,2.44
31.5,35.0,2014,1,12,1.31
31.5,35.625,2014,1,12,1.23
32.0,34.375,2014,1,12,4.65
32.0,35.0,2014,1,12,2.25
32.0,35.625,2014,1,12,1.27
32.5,34.375,2014,1,12,5.31
32.5,35.0,2014,1,12,2.6
32.5,35.625,2014,1,12,1.03
33.0,34.375,2014,1,12,5.33
33.0,35.0,2014,1,12,3.12
33.0,35.625,2014,1,12,1.0
29.5,34.375,2014,1,13,0.89
29.5,35.0,2014,1,13,0.61
29.5,35.625,2014,1,13,1.96
30.0,34.375,2014,1,13,1.56
30.0,35.0,2014,1,13,1.06
30.0,35.625,2014,1,13,1.45
30.5,34.375,2014,1,13,0.98
30.5,35.0,2014,1,13,0.74
30.5,35.625,2014,1,13,0.94
31.0,34.375,2014,1,13,0.7
31.0,35.0,2014,1,13,0.31
31.0,35.625,2014,1,13,0.83
31.5,34.375,2014,1,13,1.47
31.5,35.0,2014,1,13,0.28
31.5,35.625,2014,1,13,0.36
32.0,34.375,2014,1,13,3.21
32.0,35.0,2014,1,13,0.85
32.0,35.625,2014,1,13,0.82
32.5,34.375,2014,1,13,2.26
32.5,35.0,2014,1,13,1.57
32.5,35.625,2014,1,13,1.0
33.0,34.375,2014,1,13,1.29
33.0,35.0,2014,1,13,0.95
33.0,35.625,2014,1,13,0.72
29.5,34.375,2014,1,14,0.43
29.5,35.0,2014,1,14,1.37
29.5,35.625,2014,1,14,1.91
30.0,34.375,2014,1,14,1.65
30.0,35.0,2014,1,14,1.77
30.0,35.625,2014,1,14,0.59
30.5,34.375,2014,1,14,1.75
30.5,35.0,2014,1,14,1.53
30.5,35.625,2014,1,14,0.42
31.0,34.375,2014,1,14,1.45
31.0,35.0,2014,1,14,1.01
31.0,35.625,2014,1,14,0.7
31.5,34.375,2014,1,14,0.77
31.5,35.0,2014,1,14,0.14
31.5,35.625,2014,1,14,0.33
32.0,34.375,2014,1,14,0.99
32.0,35.0,2014,1,14,0.55
32.0,35.625,2014,1,14,2.49
32.5,34.375,2014,1,14,2.46
32.5,35.0,2014,1,14,1.34
32.5,35.625,2014,1,14,2.0
33.0,34.375,2014,1,14,2.63
33.0,35.0,2014,1,14,1.53
33.0,35.625,2014,1,14,1.88
29.5,34.375,2014,1,15,1.13
29.5,35.0,2014,1,15,1.54
29.5,35.625,2014,1,15,1.82
30.0,34.375,2014,1,15,1.01
30.0,35.0,2014,1,15,1.58
30.0,35.625,2014,1,15,0.5
30.5,34.375,2014,1,15,0.99
30.5,35.0,2014,1,15,0.9
30.5,35.625,2014,1,15,1.0
31.0,34.375,2014,1,15,0.09
31.0,35.0,2014,1,15,0.26
31.0,35.625,2014,1,15,0.74
31.5,34.375,2014,1,15,0.92
31.5,35.0,2014,1,15,0.62
31.5,35.625,2014,1,15,0.31
32.0,34.375,2014,1,15,2.08
32.0,35.0,2014,1,15,0.81
32.0,35.625,2014,1,15,0.16
32.5,34.375,2014,1,15,2.18
32.5,35.0,2014,1,15,1.67
32.5,35.625,2014,1,15,0.8
33.0,34.375,2014,1,15,1.09
33.0,35.0,2014,1,15,1.14
33.0,35.625,2014,1,15,0.83
29.5,34.375,2014,1,16,1.6
29.5,35.0,2014,1,16,2.02
29.5,35.625,2014,1,16,2.18
30.0,34.375,2014,1,16,0.32
30.0,35.0,2014,1,16,2.25
30.0,35.625,2014,1,16,1.25
30.5,34.375,2014,1,16,0.59
30.5,35.0,2014,1,16,1.35
30.5,35.625,2014,1,16,2.27
31.0,34.375,2014,1,16,0.67
31.0,35.0,2014,1,16,1.18
31.0,35.625,2014,1,16,1.92
31.5,34.375,2014,1,16,0.24
31.5,35.0,2014,1,16,0.86
31.5,35.625,2014,1,16,1.89
32.0,34.375,2014,1,16,1.32
32.0,35.0,2014,1,16,0.79
32.0,35.625,2014,1,16,2.71
32.5,34.375,2014,1,16,0.72
32.5,35.0,2014,1,16,2.41
32.5,35.625,2014,1,16,2.43
33.0,34.375,2014,1,16,1.2
33.0,35.0,2014,1,16,3.38
33.0,35.625,2014,1,16,2.68
29.5,34.375,2014,1,17,3.34
29.5,35.0,2014,1,17,1.91
29.5,35.625,2014,1,17,3.06
30.0,34.375,2014,1,17,2.75
30.0,35.0,2014,1,17,1.8
30.0,35.625,2014,1,17,2.96
30.5,34.375,2014,1,17,2.33
30.5,35.0,2014,1,17,1.81
30.5,35.625,2014,1,17,1.93
31.0,34.375,2014,1,17,2.57
31.0,35.0,2014,1,17,1.56
31.0,35.625,2014,1,17,0.62
31.5,34.375,2014,1,17,1.98
31.5,35.0,2014,1,17,0.4
31.5,35.625,2014,1,17,0.62
32.0,34.375,2014,1,17,1.28
32.0,35.0,2014,1,17,2.2
32.0,35.625,2014,1,17,1.41
32.5,34.375,2014,1,17,1.13
