-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
QV2M     MERRA-2 Specific Humidity at 2 Meters (g/kg) 
-END HEADER-
LAT,LON,YEAR,MO,DY,QV2M
29.5,34.375,2014,1,1,5.29
29.5,35.0,2014,1,1,5.01
29.5,35.625,2014,1,1,4.39
30.0,34.375,2014,1,1,5.57
30.0,35.0,2014,1,1,5.18
30.0,35.625,2014,1,1,4.54
30.5,34.375,2014,1,1,5.85
30.5,35.0,2014,1,1,5.53
30.5,35.625,2014,1,1,4.83
31.0,34.375,2014,1,1,5.99
31.0,35.0,2014,1,1,5.76
31.0,35.625,2014,1,1,5.27
31.5,34.375,2014,1,1,6.94
31.5,35.0,2014,1,1,6.02
31.5,35.625,2014,1,1,5.96
32.0,34.375,2014,1,1,7.82
32.0,35.0,2014,1,1,6.33
32.0,35.625,2014,1,1,6.06
32.5,34.375,2014,1,1,7.92
32.5,35.0,2014,1,1,6.84
32.5,35.625,2014,1,1,6.05
33.0,34.375,2014,1,1,7.88
33.0,35.0,2014,1,1,7.19
33.0,35.625,2014,1,1,5.57
29.5,34.375,2014,1,2,4.64
29.5,35.0,2014,1,2,4.38
29.5,35.625,2014,1,2,3.94
30.0,34.375,2014,1,2,4.87
30.0,35.0,2014,1,2,4.45
30.0,35.625,2014,1,2,4.05
30.5,34.375,2014,1,2,5.44
30.5,35.0,2014,1,2,4.97
30.5,35.625,2014,1,2,4.21
31.0,34.375,2014,1,2,5.98
31.0,35.0,2014,1,2,5.3
31.0,35.625,2014,1,2,4.53
31.5,34.375,2014,1,2,7.01
31.5,35.0,2014,1,2,5.38
31.5,35.625,2014,1,2,5.05
32.0,34.375,2014,1,2,7.67
32.0,35.0,2014,1,2,5.81
32.0,35.625,2014,1,2,5.17
32.5,34.375,2014,1,2,7.81
32.5,35.0,2014,1,2,6.31
32.5,35.625,2014,1,2,5.21
33.0,34.375,2014,1,2,7.65
33.0,35.0,2014,1,2,6.57
33.0,35.625,2014,1,2,5.04
29.5,34.375,2014,1,3,4.78
29.5,35.0,2014,1,3,4.4
29.5,35.625,2014,1,3,3.75
30.0,34.375,2014,1,3,5.36
30.0,35.0,2014,1,3,4.56
30.0,35.625,2014,1,3,4.02
30.5,34.375,2014,1,3,6.1
30.5,35.0,2014,1,3,5.08
30.5,35.625,2014,1,3,4.28
31.0,34.375,2014,1,3,6.7
31.0,35.0,2014,1,3,5.38
31.0,35.625,2014,1,3,4.65
31.5,34.375,2014,1,3,7.4
31.5,35.0,2014,1,3,5.44
31.5,35.625,2014,1,3,5.17
32.0,34.375,2014,1,3,7.55
32.0,35.0,2014,1,3,5.74
32.0,35.625,2014,1,3,5.15
32.5,34.375,2014,1,3,7.56
32.5,35.0,2014,1,3,6.1
32.5,35.625,2014,1,3,5.24
33.0,34.375,2014,1,3,7.77
33.0,35.0,2014,1,3,6.63
33.0,35.625,2014,1,3,5.19
29.5,34.375,2014,1,4,6.28
29.5,35.0,2014,1,4,5.23
29.5,35.625,2014,1,4,3.99
30.0,34.375,2014,1,4,6.55
30.0,35.0,2014,1,4,5.28
30.0,35.625,2014,1,4,4.55
30.5,34.375,2014,1,4,6.91
30.5,35.0,2014,1,4,5.66
30.5,35.625,2014,1,4,4.91
31.0,34.375,2014,1,4,7.46
31.0,35.0,2014,1,4,5.83
31.0,35.625,2014,1,4,5.22
31.5,34.375,2014,1,4,7.54
31.5,35.0,2014,1,4,5.63
31.5,35.625,2014,1,4,5.57
32.0,34.375,2014,1,4,7.57
32.0,35.0,2014,1,4,5.89
32.0,35.625,2014,1,4,5.35
32.5,34.375,2014,1,4,7.82
32.5,35.0,2014,1,4,6.32
32.5,35.625,2014,1,4,5.36
33.0,34.375,2014,1,4,8.1
33.0,35.0,2014,1,4,6.79
33.0,35.625,2014,1,4,5.1
29.5,34.375,2014,1,5,5.67
29.5,35.0,2014,1,5,5.48
29.5,35.625,2014,1,5,4.99
30.0,34.375,2014,1,5,5.71
30.0,35.0,2014,1,5,5.23
30.0,35.625,2014,1,5,4.97
30.5,34.375,2014,1,5,5.69
30.5,35.0,2014,1,5,5.23
30.5,35.625,2014,1,5,5.01
31.0,34.375,2014,1,5,5.54
31.0,35.0,2014,1,5,5.24
31.0,35.625,2014,1,5,5.03
31.5,34.375,2014,1,5,6.8
31.5,35.0,2014,1,5,5.21
31.5,35.625,2014,1,5,5.25
32.0,34.375,2014,1,5,7.53
32.0,35.0,2014,1,5,5.68
32.0,35.625,2014,1,5,5.05
32.5,34.375,2014,1,5,7.7
