-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2014 through 12/31/2014 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_MIN     MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_MIN
29.5,34.375,2014,1,1,3.75
29.5,35.0,2014,1,1,3.86
29.5,35.625,2014,1,1,2.3
30.0,34.375,2014,1,1,4.19
30.0,35.0,2014,1,1,3.45
30.0,35.625,2014,1,1,1.74
30.5,34.375,2014,1,1,3.57
30.5,35.0,2014,1,1,4.63
30.5,35.625,2014,1,1,2.28
31.0,34.375,2014,1,1,4.29
31.0,35.0,2014,1,1,5.7
31.0,35.625,2014,1,1,2.61
31.5,34.375,2014,1,1,9.68
31.5,35.0,2014,1,1,5.9
31.5,35.625,2014,1,1,5.86
32.0,34.375,2014,1,1,14.78
32.0,35.0,2014,1,1,7.43
32.0,35.625,2014,1,1,6.45
32.5,34.375,2014,1,1,15.39
32.5,35.0,2014,1,1,9.51
32.5,35.625,2014,1,1,5.01
33.0,34.375,2014,1,1,15.62
33.0,35.0,2014,1,1,11.86
33.0,35.625,2014,1,1,2.72
29.5,34.375,2014,1,2,3.87
29.5,35.0,2014,1,2,4.79
29.5,35.625,2014,1,2,-0.62
30.0,34.375,2014,1,2,3.97
30.0,35.0,2014,1,2,4.68
30.0,35.625,2014,1,2,-1.03
30.5,34.375,2014,1,2,4.2
30.5,35.0,2014,1,2,5.36
30.5,35.625,2014,1,2,0.9
31.0,34.375,2014,1,2,5.43
31.0,35.0,2014,1,2,5.88
31.0,35.625,2014,1,2,3.82
31.5,34.375,2014,1,2,12.09
31.5,35.0,2014,1,2,5.12
31.5,35.625,2014,1,2,6.63
32.0,34.375,2014,1,2,16.13
32.0,35.0,2014,1,2,5.53
32.0,35.625,2014,1,2,5.67
32.5,34.375,2014,1,2,16.41
32.5,35.0,2014,1,2,8.23
32.5,35.625,2014,1,2,4.57
33.0,34.375,2014,1,2,16.3
33.0,35.0,2014,1,2,10.88
33.0,35.625,2014,1,2,4.22
29.5,34.375,2014,1,3,4.29
29.5,35.0,2014,1,3,5.86
29.5,35.625,2014,1,3,-0.28
30.0,34.375,2014,1,3,4.46
30.0,35.0,2014,1,3,5.58
30.0,35.625,2014,1,3,-0.12
30.5,34.375,2014,1,3,4.49
30.5,35.0,2014,1,3,6.32
30.5,35.625,2014,1,3,2.36
31.0,34.375,2014,1,3,5.27
31.0,35.0,2014,1,3,5.57
