-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2018 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
T2M_RANGE     MERRA-2 Temperature at 2 Meters Range (C) 
-END HEADER-
LAT,LON,YEAR,MO,DY,T2M_RANGE
29.5,34.375,2018,1,1,7.81
29.5,35.0,2018,1,1,6.94
29.5,35.625,2018,1,1,6.93
30.0,34.375,2018,1,1,7.82
30.0,35.0,2018,1,1,5.86
30.0,35.625,2018,1,1,4.24
30.5,34.375,2018,1,1,7.13
30.5,35.0,2018,1,1,6.52
30.5,35.625,2018,1,1,3.66
31.0,34.375,2018,1,1,7.84
31.0,35.0,2018,1,1,8.1
31.0,35.625,2018,1,1,4.78
31.5,34.375,2018,1,1,5.3
31.5,35.0,2018,1,1,7.16
31.5,35.625,2018,1,1,8.04
32.0,34.375,2018,1,1,2.55
32.0,35.0,2018,1,1,4.66
32.0,35.625,2018,1,1,8.82
32.5,34.375,2018,1,1,1.62
32.5,35.0,2018,1,1,3.11
32.5,35.625,2018,1,1,6.83
33.0,34.375,2018,1,1,1.58
33.0,35.0,2018,1,1,1.9
33.0,35.625,2018,1,1,5.17
29.5,34.375,2018,1,2,12.24
29.5,35.0,2018,1,2,11.15
29.5,35.625,2018,1,2,11.21
30.0,34.375,2018,1,2,12.24
30.0,35.0,2018,1,2,10.99
30.0,35.625,2018,1,2,9.04
30.5,34.375,2018,1,2,11.63
30.5,35.0,2018,1,2,11.71
30.5,35.625,2018,1,2,7.23
31.0,34.375,2018,1,2,8.76
31.0,35.0,2018,1,2,10.01
31.0,35.625,2018,1,2,7.89
31.5,34.375,2018,1,2,2.6
31.5,35.0,2018,1,2,6.76
31.5,35.625,2018,1,2,7.72
32.0,34.375,2018,1,2,0.6
32.0,35.0,2018,1,2,4.3
32.0,35.625,2018,1,2,8.37
32.5,34.375,2018,1,2,0.81
32.5,35.0,2018,1,2,4.0
32.5,35.625,2018,1,2,9.4
33.0,34.375,2018,1,2,0.78
33.0,35.0,2018,1,2,2.38
33.0,35.625,2018,1,2,5.67
29.5,34.375,2018,1,3,14.21
29.5,35.0,2018,1,3,14.11
29.5,35.625,2018,1,3,17.26
30.0,34.375,2018,1,3,14.47
30.0,35.0,2018,1,3,14.23
30.0,35.625,2018,1,3,15.9
30.5,34.375,2018,1,3,13.13
30.5,35.0,2018,1,3,13.05
30.5,35.625,2018,1,3,14.8
31.0,34.375,2018,1,3,11.95
31.0,35.0,2018,1,3,12.02
31.0,35.625,2018,1,3,13.53
31.5,34.375,2018,1,3,5.84
31.5,35.0,2018,1,3,10.98
31.5,35.625,2018,1,3,11.37
32.0,34.375,2018,1,3,1.11
32.0,35.0,2018,1,3,8.71
32.0,35.625,2018,1,3,11.42
32.5,34.375,2018,1,3,1.06
32.5,35.0,2018,1,3,6.6
32.5,35.625,2018,1,3,10.98
33.0,34.375,2018,1,3,1.17
33.0,35.0,2018,1,3,4.72
33.0,35.625,2018,1,3,8.1
29.5,34.375,2018,1,4,10.47
29.5,35.0,2018,1,4,9.27
29.5,35.625,2018,1,4,11.4
30.0,34.375,2018,1,4,9.85
30.0,35.0,2018,1,4,9.73
30.0,35.625,2018,1,4,8.96
30.5,34.375,2018,1,4,9.36
30.5,35.0,2018,1,4,9.69
30.5,35.625,2018,1,4,6.77
31.0,34.375,2018,1,4,8.53
31.0,35.0,2018,1,4,9.85
31.0,35.625,2018,1,4,7.5
31.5,34.375,2018,1,4,3.83
31.5,35.0,2018,1,4,8.88
31.5,35.625,2018,1,4,8.18
32.0,34.375,2018,1,4,1.54
32.0,35.0,2018,1,4,5.98
32.0,35.625,2018,1,4,9.08
32.5,34.375,2018,1,4,1.78
32.5,35.0,2018,1,4,4.59
32.5,35.625,2018,1,4,9.82
33.0,34.375,2018,1,4,1.72
33.0,35.0,2018,1,4,2.52
33.0,35.625,2018,1,4,8.08
