-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2018 through 12/31/2018 in LST
Location: Regional 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
WS10M_MAX     MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
-END HEADER-
LAT,LON,YEAR,MO,DY,WS10M_MAX
29.5,34.375,2018,1,1,9.27
29.5,35.0,2018,1,1,7.29
29.5,35.625,2018,1,1,9.98
30.0,34.375,2018,1,1,9.28
30.0,35.0,2018,1,1,8.19
30.0,35.625,2018,1,1,10.66
30.5,34.375,2018,1,1,8.46
30.5,35.0,2018,1,1,9.01
30.5,35.625,2018,1,1,9.82
31.0,34.375,2018,1,1,8.14
31.0,35.0,2018,1,1,8.45
31.0,35.625,2018,1,1,8.15
31.5,34.375,2018,1,1,7.56
31.5,35.0,2018,1,1,6.69
31.5,35.625,2018,1,1,8.17
32.0,34.375,2018,1,1,10.05
32.0,35.0,2018,1,1,5.99
32.0,35.625,2018,1,1,7.14
32.5,34.375,2018,1,1,9.89
32.5,35.0,2018,1,1,5.89
32.5,35.625,2018,1,1,4.38
33.0,34.375,2018,1,1,8.06
33.0,35.0,2018,1,1,6.53
33.0,35.625,2018,1,1,3.1
29.5,34.375,2018,1,2,5.0
29.5,35.0,2018,1,2,3.77
29.5,35.625,2018,1,2,6.26
30.0,34.375,2018,1,2,3.69
30.0,35.0,2018,1,2,3.09
30.0,35.625,2018,1,2,6.91
30.5,34.375,2018,1,2,3.53
30.5,35.0,2018,1,2,4.56
30.5,35.625,2018,1,2,5.96
31.0,34.375,2018,1,2,5.25
31.0,35.0,2018,1,2,4.66
31.0,35.625,2018,1,2,5.36
31.5,34.375,2018,1,2,6.38
31.5,35.0,2018,1,2,5.34
31.5,35.625,2018,1,2,5.33
32.0,34.375,2018,1,2,8.59
32.0,35.0,2018,1,2,5.89
32.0,35.625,2018,1,2,5.58
32.5,34.375,2018,1,2,8.81
32.5,35.0,2018,1,2,5.31
32.5,35.625,2018,1,2,4.3
33.0,34.375,2018,1,2,8.51
33.0,35.0,2018,1,2,5.73
33.0,35.625,2018,1,2,4.22
29.5,34.375,2018,1,3,3.27
29.5,35.0,2018,1,3,4.2
29.5,35.625,2018,1,3,5.82
30.0,34.375,2018,1,3,3.93
30.0,35.0,2018,1,3,4.16
30.0,35.625,2018,1,3,6.49
30.5,34.375,2018,1,3,4.86
30.5,35.0,2018,1,3,3.12
30.5,35.625,2018,1,3,6.57
31.0,34.375,2018,1,3,5.27
31.0,35.0,2018,1,3,2.87
31.0,35.625,2018,1,3,4.3
31.5,34.375,2018,1,3,5.26
31.5,35.0,2018,1,3,2.95
31.5,35.625,2018,1,3,3.01
32.0,34.375,2018,1,3,7.26
32.0,35.0,2018,1,3,3.92
32.0,35.625,2018,1,3,3.8
32.5,34.375,2018,1,3,7.81
32.5,35.0,2018,1,3,4.53
32.5,35.625,2018,1,3,2.87
33.0,34.375,2018,1,3,8.72
33.0,35.0,2018,1,3,6.09
33.0,35.625,2018,1,3,2.41
29.5,34.375,2018,1,4,9.08
29.5,35.0,2018,1,4,7.41
29.5,35.625,2018,1,4,9.41
30.0,34.375,2018,1,4,9.25
30.0,35.0,2018,1,4,7.97
30.0,35.625,2018,1,4,9.6
30.5,34.375,2018,1,4,9.07
30.5,35.0,2018,1,4,8.68
30.5,35.625,2018,1,4,9.0
31.0,34.375,2018,1,4,9.27
31.0,35.0,2018,1,4,8.4
31.0,35.625,2018,1,4,7.93
31.5,34.375,2018,1,4,8.92
31.5,35.0,2018,1,4,7.5
31.5,35.625,2018,1,4,7.66
32.0,34.375,2018,1,4,12.37
32.0,35.0,2018,1,4,7.58
32.0,35.625,2018,1,4,7.09
32.5,34.375,2018,1,4,14.0
32.5,35.0,2018,1,4,7.7
32.5,35.625,2018,1,4,4.89
33.0,34.375,2018,1,4,13.8
33.0,35.0,2018,1,4,9.33
33.0,35.625,2018,1,4,4.16
29.5,34.375,2018,1,5,13.18
29.5,35.0,2018,1,5,11.25
29.5,35.625,2018,1,5,14.86
30.0,34.375,2018,1,5,13.18
30.0,35.0,2018,1,5,12.67
30.0,35.625,2018,1,5,15.01
30.5,34.375,2018,1,5,13.61
30.5,35.0,2018,1,5,13.69
30.5,35.625,2018,1,5,14.31
31.0,34.375,2018,1,5,13.82
31.0,35.0,2018,1,5,13.15
31.0,35.625,2018,1,5,12.51
31.5,34.375,2018,1,5,13.08
31.5,35.0,2018,1,5,11.28
31.5,35.625,2018,1,5,12.16
32.0,34.375,2018,1,5,15.56
32.0,35.0,2018,1,5,10.68
32.0,35.625,2018,1,5,10.62
32.5,34.375,2018,1,5,15.41
32.5,35.0,2018,1,5,9.32
32.5,35.625,2018,1,5,6.12
33.0,34.375,2018,1,5,16.03
33.0,35.0,2018,1,5,10.72
33.0,35.625,2018,1,5,4.32
29.5,34.375,2018,1,6,6.58
29.5,35.0,2018,1,6,6.07
29.5,35.625,2018,1,6,9.01
30.0,34.375,2018,1,6,6.31
30.0,35.0,2018,1,6,6.18
30.0,35.625,2018,1,6,10.26
30.5,34.375,2018,1,6,7.04
30.5,35.0,2018,1,6,7.22
30.5,35.625,2018,1,6,9.57
31.0,34.375,2018,1,6,7.49
31.0,35.0,2018,1,6,7.27
31.0,35.625,2018,1,6,7.11
31.5,34.375,2018,1,6,7.66
31.5,35.0,2018,1,6,6.31
31.5,35.625,2018,1,6,4.55
32.0,34.375,2018,1,6,8.79
32.0,35.0,2018,1,6,5.23
32.0,35.625,2018,1,6,4.62
32.5,34.375,2018,1,6,8.49
32.5,35.0,2018,1,6,4.61
32.5,35.625,2018,1,6,2.95
33.0,34.375,2018,1,6,8.05
33.0,35.0,2018,1,6,4.95
33.0,35.625,2018,1,6,3.17
29.5,34.375,2018,1,7,4.16
29.5,35.0,2018,1,7,4.89
29.5,35.625,2018,1,7,5.39
30.0,34.375,2018,1,7,3.94
30.0,35.0,2018,1,7,4.33
30.0,35.625,2018,1,7,4.83
30.5,34.375,2018,1,7,4.06
30.5,35.0,2018,1,7,4.22
30.5,35.625,2018,1,7,5.92
31.0,34.375,2018,1,7,3.74
31.0,35.0,2018,1,7,3.34
31.0,35.625,2018,1,7,4.44
31.5,34.375,2018,1,7,4.33
31.5,35.0,2018,1,7,2.77
31.5,35.625,2018,1,7,4.05
32.0,34.375,2018,1,7,5.81
32.0,35.0,2018,1,7,3.38
32.0,35.625,2018,1,7,3.49
32.5,34.375,2018,1,7,5.96
32.5,35.0,2018,1,7,4.09
32.5,35.625,2018,1,7,2.55
33.0,34.375,2018,1,7,5.38
33.0,35.0,2018,1,7,4.05
33.0,35.625,2018,1,7,3.1
29.5,34.375,2018,1,8,4.17
29.5,35.0,2018,1,8,5.24
29.5,35.625,2018,1,8,5.93
30.0,34.375,2018,1,8,4.09
30.0,35.0,2018,1,8,4.69
30.0,35.625,2018,1,8,6.39
30.5,34.375,2018,1,8,5.54
30.5,35.0,2018,1,8,4.59
30.5,35.625,2018,1,8,7.7
31.0,34.375,2018,1,8,4.72
31.0,35.0,2018,1,8,3.44
31.0,35.625,2018,1,8,6.53
31.5,34.375,2018,1,8,4.43
31.5,35.0,2018,1,8,2.91
31.5,35.625,2018,1,8,4.7
32.0,34.375,2018,1,8,6.28
32.0,35.0,2018,1,8,3.68
32.0,35.625,2018,1,8,3.79
32.5,34.375,2018,1,8,6.4
32.5,35.0,2018,1,8,4.12
32.5,35.625,2018,1,8,2.52
33.0,34.375,2018,1,8,5.86
33.0,35.0,2018,1,8,4.97
33.0,35.625,2018,1,8,2.79
29.5,34.375,2018,1,9,3.8
29.5,35.0,2018,1,9,5.01
29.5,35.625,2018,1,9,2.92
30.0,34.375,2018,1,9,3.38
30.0,35.0,2018,1,9,4.15
30.0,35.625,2018,1,9,3.23
30.5,34.375,2018,1,9,3.38
30.5,35.0,2018,1,9,3.25
30.5,35.625,2018,1,9,4.01
31.0,34.375,2018,1,9,3.29
31.0,35.0,2018,1,9,3.06
31.0,35.625,2018,1,9,3.13
31.5,34.375,2018,1,9,3.81
31.5,35.0,2018,1,9,3.05
31.5,35.625,2018,1,9,2.22
32.0,34.375,2018,1,9,5.53
32.0,35.0,2018,1,9,2.68
32.0,35.625,2018,1,9,2.69
32.5,34.375,2018,1,9,5.91
32.5,35.0,2018,1,9,3.57
32.5,35.625,2018,1,9,2.51
33.0,34.375,2018,1,9,5.55
33.0,35.0,2018,1,9,4.54
33.0,35.625,2018,1,9,2.75
29.5,34.375,2018,1,10,3.65
29.5,35.0,2018,1,10,3.54
29.5,35.625,2018,1,10,3.27
30.0,34.375,2018,1,10,3.71
30.0,35.0,2018,1,10,3.42
30.0,35.625,2018,1,10,3.86
30.5,34.375,2018,1,10,4.13
30.5,35.0,2018,1,10,3.66
30.5,35.625,2018,1,10,6.59
31.0,34.375,2018,1,10,3.32
31.0,35.0,2018,1,10,2.99
31.0,35.625,2018,1,10,6.74
31.5,34.375,2018,1,10,3.4
31.5,35.0,2018,1,10,2.58
31.5,35.625,2018,1,10,6.08
32.0,34.375,2018,1,10,4.45
32.0,35.0,2018,1,10,3.69
32.0,35.625,2018,1,10,5.31
32.5,34.375,2018,1,10,5.0
32.5,35.0,2018,1,10,3.88
32.5,35.625,2018,1,10,3.31
33.0,34.375,2018,1,10,5.36
33.0,35.0,2018,1,10,4.86
33.0,35.625,2018,1,10,4.35
29.5,34.375,2018,1,11,5.46
29.5,35.0,2018,1,11,6.41
29.5,35.625,2018,1,11,6.46
30.0,34.375,2018,1,11,5.83
30.0,35.0,2018,1,11,6.16
30.0,35.625,2018,1,11,6.47
30.5,34.375,2018,1,11,7.36
30.5,35.0,2018,1,11,5.79
30.5,35.625,2018,1,11,5.76
31.0,34.375,2018,1,11,8.11
31.0,35.0,2018,1,11,4.86
31.0,35.625,2018,1,11,5.9
31.5,34.375,2018,1,11,6.55
31.5,35.0,2018,1,11,4.67
31.5,35.625,2018,1,11,5.29
32.0,34.375,2018,1,11,7.72
32.0,35.0,2018,1,11,5.0
32.0,35.625,2018,1,11,4.87
32.5,34.375,2018,1,11,8.1
32.5,35.0,2018,1,11,5.18
32.5,35.625,2018,1,11,3.64
33.0,34.375,2018,1,11,8.59
33.0,35.0,2018,1,11,7.63
33.0,35.625,2018,1,11,4.82
29.5,34.375,2018,1,12,3.97
29.5,35.0,2018,1,12,3.2
29.5,35.625,2018,1,12,4.84
30.0,34.375,2018,1,12,3.93
30.0,35.0,2018,1,12,3.46
30.0,35.625,2018,1,12,5.32
30.5,34.375,2018,1,12,3.76
30.5,35.0,2018,1,12,3.52
30.5,35.625,2018,1,12,4.87
31.0,34.375,2018,1,12,4.18
31.0,35.0,2018,1,12,3.59
31.0,35.625,2018,1,12,3.7
31.5,34.375,2018,1,12,5.3
31.5,35.0,2018,1,12,3.5
31.5,35.625,2018,1,12,3.07
32.0,34.375,2018,1,12,6.74
32.0,35.0,2018,1,12,3.88
32.0,35.625,2018,1,12,3.07
32.5,34.375,2018,1,12,6.64
32.5,35.0,2018,1,12,4.04
32.5,35.625,2018,1,12,2.78
33.0,34.375,2018,1,12,6.18
33.0,35.0,2018,1,12,4.16
33.0,35.625,2018,1,12,2.58
29.5,34.375,2018,1,13,5.02
29.5,35.0,2018,1,13,5.32
29.5,35.625,2018,1,13,6.26
30.0,34.375,2018,1,13,4.78
30.0,35.0,2018,1,13,4.86
30.0,35.625,2018,1,13,5.57
30.5,34.375,2018,1,13,4.31
30.5,35.0,2018,1,13,4.27
30.5,35.625,2018,1,13,8.48
31.0,34.375,2018,1,13,3.84
31.0,35.0,2018,1,13,3.04
31.0,35.625,2018,1,13,8.17
