Region_Tech_Desc,Category,Data_Type,Year,Electricity_Output_GWh,Grid_Connection,Miscellaneous
World,Total renewable,Electricity Generation (GWh),2000.0,2846212,,
World,Total renewable,Electricity Installed Capacity (MW),2000.0,752238.54,,
World,Solar energy,Electricity Generation (GWh),2000.0,1312.13,,
World,Solar energy,Electricity Installed Capacity (MW),2000.0,1215.68,,
World,Wind energy,Electricity Generation (GWh),2000.0,30944.47,,
World,Wind energy,Electricity Installed Capacity (MW),2000.0,16963.68,,
World,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,2614567.1,,
World,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,696580.42,,
World,Marine energy,Electricity Generation (GWh),2000.0,546.77,,
World,Marine energy,Electricity Installed Capacity (MW),2000.0,238.25,,
World,Bioenergy,Electricity Generation (GWh),2000.0,146270.5,,
World,Bioenergy,Electricity Installed Capacity (MW),2000.0,28967.81,,
World,Geothermal energy,Electricity Generation (GWh),2000.0,52571.04,,
World,Geothermal energy,Electricity Installed Capacity (MW),2000.0,8272.7,,
World,Total non-renewable,Electricity Generation (GWh),2000.0,12696773.89,,
World,Total non-renewable,Electricity Installed Capacity (MW),2000.0,2761434.81,,
World,Pumped storage,Electricity Generation (GWh),2000.0,87909.91,,
World,Pumped storage,Electricity Installed Capacity (MW),2000.0,84966.55,,
World,Fossil fuels,Electricity Generation (GWh),2000.0,9957303.35,,
World,Fossil fuels,Electricity Installed Capacity (MW),2000.0,2289990.94,,
World,Nuclear,Electricity Generation (GWh),2000.0,2588111.26,,
World,Nuclear,Electricity Installed Capacity (MW),2000.0,358461.5,,
World,Other non-renewable energy,Electricity Generation (GWh),2000.0,63449.36,,
World,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,28015.83,,
Africa,Total renewable,Electricity Generation (GWh),2000.0,78949.94,,
Africa,Total renewable,Electricity Installed Capacity (MW),2000.0,21864.95,,
Africa,Solar energy,Electricity Generation (GWh),2000.0,11.65,,
Africa,Solar energy,Electricity Installed Capacity (MW),2000.0,8.56,,
Africa,Wind energy,Electricity Generation (GWh),2000.0,185.09,,
Africa,Wind energy,Electricity Installed Capacity (MW),2000.0,139.05,,
Africa,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,76120.74,,
Africa,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,20842.06,,
Africa,Marine energy,Electricity Generation (GWh),2000.0,-,,
Africa,Marine energy,Electricity Installed Capacity (MW),2000.0,-,,
Africa,Bioenergy,Electricity Generation (GWh),2000.0,2200.46,,
Africa,Bioenergy,Electricity Installed Capacity (MW),2000.0,809.98,,
Africa,Geothermal energy,Electricity Generation (GWh),2000.0,432,,
Africa,Geothermal energy,Electricity Installed Capacity (MW),2000.0,65.3,,
Africa,Total non-renewable,Electricity Generation (GWh),2000.0,335207.43,,
Africa,Total non-renewable,Electricity Installed Capacity (MW),2000.0,75592.39,,
Africa,Pumped storage,Electricity Generation (GWh),2000.0,1838,,
Africa,Pumped storage,Electricity Installed Capacity (MW),2000.0,1400,,
Africa,Fossil fuels,Electricity Generation (GWh),2000.0,322077.68,,
Africa,Fossil fuels,Electricity Installed Capacity (MW),2000.0,72252.39,,
Africa,Nuclear,Electricity Generation (GWh),2000.0,11291.75,,
Africa,Nuclear,Electricity Installed Capacity (MW),2000.0,1940,,
Africa,Other non-renewable energy,Electricity Generation (GWh),2000.0,-,,
Africa,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,-,,
Asia,Total renewable,Electricity Generation (GWh),2000.0,563770.53,,
Asia,Total renewable,Electricity Installed Capacity (MW),2000.0,171414.98,,
Asia,Solar energy,Electricity Generation (GWh),2000.0,401.77,,
Asia,Solar energy,Electricity Installed Capacity (MW),2000.0,369.4,,
Asia,Wind energy,Electricity Generation (GWh),2000.0,2064.27,,
Asia,Wind energy,Electricity Installed Capacity (MW),2000.0,1385.61,,
Asia,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,513367.43,,
Asia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,161577.62,,
Asia,Marine energy,Electricity Generation (GWh),2000.0,7.38,,
Asia,Marine energy,Electricity Installed Capacity (MW),2000.0,3.85,,
Asia,Bioenergy,Electricity Generation (GWh),2000.0,27562.18,,
Asia,Bioenergy,Electricity Installed Capacity (MW),2000.0,5151.84,,
Asia,Geothermal energy,Electricity Generation (GWh),2000.0,20367.5,,
Asia,Geothermal energy,Electricity Installed Capacity (MW),2000.0,2926.65,,
Asia,Total non-renewable,Electricity Generation (GWh),2000.0,3566956.06,,
Asia,Total non-renewable,Electricity Installed Capacity (MW),2000.0,807335.23,,
Asia,Pumped storage,Electricity Generation (GWh),2000.0,23238.35,,
Asia,Pumped storage,Electricity Installed Capacity (MW),2000.0,35378.6,,
Asia,Fossil fuels,Electricity Generation (GWh),2000.0,3017975.56,,
Asia,Fossil fuels,Electricity Installed Capacity (MW),2000.0,701396.5,,
Asia,Nuclear,Electricity Generation (GWh),2000.0,504358,,
Asia,Nuclear,Electricity Installed Capacity (MW),2000.0,69708,,
Asia,Other non-renewable energy,Electricity Generation (GWh),2000.0,21384.15,,
Asia,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,852.13,,
Central America and the Caribbean,Total renewable,Electricity Generation (GWh),2000.0,21577.3,,
Central America and the Caribbean,Total renewable,Electricity Installed Capacity (MW),2000.0,5720.75,,
Central America and the Caribbean,Solar energy,Electricity Generation (GWh),2000.0,3.4,,
Central America and the Caribbean,Solar energy,Electricity Installed Capacity (MW),2000.0,2.38,,
Central America and the Caribbean,Wind energy,Electricity Generation (GWh),2000.0,199.45,,
Central America and the Caribbean,Wind energy,Electricity Installed Capacity (MW),2000.0,61.43,,
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,17105.06,,
Central America and the Caribbean,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,4065.25,,
Central America and the Caribbean,Marine energy,Electricity Generation (GWh),2000.0,-,,
Central America and the Caribbean,Marine energy,Electricity Installed Capacity (MW),2000.0,-,,
Central America and the Caribbean,Bioenergy,Electricity Generation (GWh),2000.0,2187.95,,
Central America and the Caribbean,Bioenergy,Electricity Installed Capacity (MW),2000.0,1182.73,,
Central America and the Caribbean,Geothermal energy,Electricity Generation (GWh),2000.0,2081.44,,
Central America and the Caribbean,Geothermal energy,Electricity Installed Capacity (MW),2000.0,408.95,,
Central America and the Caribbean,Total non-renewable,Electricity Generation (GWh),2000.0,74966.73,,
Central America and the Caribbean,Total non-renewable,Electricity Installed Capacity (MW),2000.0,18194.69,,
Central America and the Caribbean,Pumped storage,Electricity Generation (GWh),2000.0,-,,
Central America and the Caribbean,Pumped storage,Electricity Installed Capacity (MW),2000.0,-,,
Central America and the Caribbean,Fossil fuels,Electricity Generation (GWh),2000.0,74609.73,,
Central America and the Caribbean,Fossil fuels,Electricity Installed Capacity (MW),2000.0,18104.69,,
Central America and the Caribbean,Nuclear,Electricity Generation (GWh),2000.0,-,,
Central America and the Caribbean,Nuclear,Electricity Installed Capacity (MW),2000.0,-,,
Central America and the Caribbean,Other non-renewable energy,Electricity Generation (GWh),2000.0,357,,
Central America and the Caribbean,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,90,,
Eurasia,Total renewable,Electricity Generation (GWh),2000.0,204788.54,,
Eurasia,Total renewable,Electricity Installed Capacity (MW),2000.0,60511.87,,
Eurasia,Solar energy,Electricity Generation (GWh),2000.0,0.15,,
Eurasia,Solar energy,Electricity Installed Capacity (MW),2000.0,0.1,,
Eurasia,Wind energy,Electricity Generation (GWh),2000.0,35,,
Eurasia,Wind energy,Electricity Installed Capacity (MW),2000.0,22,,
Eurasia,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,204431.31,,
Eurasia,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,59130.94,,
Eurasia,Marine energy,Electricity Generation (GWh),2000.0,0.08,,
Eurasia,Marine energy,Electricity Installed Capacity (MW),2000.0,0.4,,
Eurasia,Bioenergy,Electricity Generation (GWh),2000.0,188,,
Eurasia,Bioenergy,Electricity Installed Capacity (MW),2000.0,1317.43,,
Eurasia,Geothermal energy,Electricity Generation (GWh),2000.0,134,,
Eurasia,Geothermal energy,Electricity Installed Capacity (MW),2000.0,41,,
Eurasia,Total non-renewable,Electricity Generation (GWh),2000.0,877518.15,,
Eurasia,Total non-renewable,Electricity Installed Capacity (MW),2000.0,192332.9,,
Eurasia,Pumped storage,Electricity Generation (GWh),2000.0,1298,,
Eurasia,Pumped storage,Electricity Installed Capacity (MW),2000.0,1200,,
Eurasia,Fossil fuels,Electricity Generation (GWh),2000.0,735059.75,,
Eurasia,Fossil fuels,Electricity Installed Capacity (MW),2000.0,168976.4,,
Eurasia,Nuclear,Electricity Generation (GWh),2000.0,132720.4,,
Eurasia,Nuclear,Electricity Installed Capacity (MW),2000.0,22137.5,,
Eurasia,Other non-renewable energy,Electricity Generation (GWh),2000.0,8440,,
Eurasia,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,19,,
Europe,Total renewable,Electricity Generation (GWh),2000.0,637018.69,,
Europe,Total renewable,Electricity Installed Capacity (MW),2000.0,190725.41,,
Europe,Solar energy,Electricity Generation (GWh),2000.0,130.52,,
Europe,Solar energy,Electricity Installed Capacity (MW),2000.0,199.1,,
Europe,Wind energy,Electricity Generation (GWh),2000.0,22264.29,,
Europe,Wind energy,Electricity Installed Capacity (MW),2000.0,12753.92,,
Europe,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,572843.05,,
Europe,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,168630.87,,
Europe,Marine energy,Electricity Generation (GWh),2000.0,507.31,,
Europe,Marine energy,Electricity Installed Capacity (MW),2000.0,214,,
Europe,Bioenergy,Electricity Generation (GWh),2000.0,35165.52,,
Europe,Bioenergy,Electricity Installed Capacity (MW),2000.0,8151.53,,
Europe,Geothermal energy,Electricity Generation (GWh),2000.0,6108,,
Europe,Geothermal energy,Electricity Installed Capacity (MW),2000.0,776,,
Europe,Total non-renewable,Electricity Generation (GWh),2000.0,2887331.77,,
Europe,Total non-renewable,Electricity Installed Capacity (MW),2000.0,632586.77,,
Europe,Pumped storage,Electricity Generation (GWh),2000.0,34171.56,,
Europe,Pumped storage,Electricity Installed Capacity (MW),2000.0,24584.95,,
Europe,Fossil fuels,Electricity Generation (GWh),2000.0,1789863.5,,
Europe,Fossil fuels,Electricity Installed Capacity (MW),2000.0,453291.37,,
Europe,Nuclear,Electricity Generation (GWh),2000.0,1048780,,
Europe,Nuclear,Electricity Installed Capacity (MW),2000.0,151922,,
Europe,Other non-renewable energy,Electricity Generation (GWh),2000.0,14516.7,,
Europe,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,2788.45,,
Middle East,Total renewable,Electricity Generation (GWh),2000.0,8082.62,,
Middle East,Total renewable,Electricity Installed Capacity (MW),2000.0,4518.08,,
Middle East,Solar energy,Electricity Generation (GWh),2000.0,1,,
Middle East,Solar energy,Electricity Installed Capacity (MW),2000.0,0.37,,
Middle East,Wind energy,Electricity Generation (GWh),2000.0,39.54,,
Middle East,Wind energy,Electricity Installed Capacity (MW),2000.0,12.4,,
Middle East,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,8005.6,,
Middle East,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,4497.61,,
Middle East,Marine energy,Electricity Generation (GWh),2000.0,-,,
Middle East,Marine energy,Electricity Installed Capacity (MW),2000.0,-,,
Middle East,Bioenergy,Electricity Generation (GWh),2000.0,36.48,,
Middle East,Bioenergy,Electricity Installed Capacity (MW),2000.0,7.71,,
Middle East,Geothermal energy,Electricity Generation (GWh),2000.0,-,,
Middle East,Geothermal energy,Electricity Installed Capacity (MW),2000.0,-,,
Middle East,Total non-renewable,Electricity Generation (GWh),2000.0,458950.72,,
Middle East,Total non-renewable,Electricity Installed Capacity (MW),2000.0,104141.8,,
Middle East,Pumped storage,Electricity Generation (GWh),2000.0,-,,
Middle East,Pumped storage,Electricity Installed Capacity (MW),2000.0,240,,
Middle East,Fossil fuels,Electricity Generation (GWh),2000.0,458950.72,,
Middle East,Fossil fuels,Electricity Installed Capacity (MW),2000.0,103901.8,,
Middle East,Nuclear,Electricity Generation (GWh),2000.0,-,,
Middle East,Nuclear,Electricity Installed Capacity (MW),2000.0,-,,
Middle East,Other non-renewable energy,Electricity Generation (GWh),2000.0,-,,
Middle East,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,-,,
North America,Total renewable,Electricity Generation (GWh),2000.0,738739.41,,
North America,Total renewable,Electricity Installed Capacity (MW),2000.0,170576.21,,
North America,Solar energy,Electricity Generation (GWh),2000.0,716,,
North America,Solar energy,Electricity Installed Capacity (MW),2000.0,607.71,,
North America,Wind energy,Electricity Generation (GWh),2000.0,5933.6,,
North America,Wind energy,Electricity Installed Capacity (MW),2000.0,2486.6,,
North America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,645024.5,,
North America,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,154991,,
North America,Marine energy,Electricity Generation (GWh),2000.0,32,,
North America,Marine energy,Electricity Installed Capacity (MW),2000.0,20,,
North America,Bioenergy,Electricity Generation (GWh),2000.0,66511.31,,
North America,Bioenergy,Electricity Installed Capacity (MW),2000.0,8834.9,,
North America,Geothermal energy,Electricity Generation (GWh),2000.0,20522,,
North America,Geothermal energy,Electricity Installed Capacity (MW),2000.0,3636,,
North America,Total non-renewable,Electricity Generation (GWh),2000.0,4126167.69,,
North America,Total non-renewable,Electricity Installed Capacity (MW),2000.0,839963.45,,
North America,Pumped storage,Electricity Generation (GWh),2000.0,26893,,
North America,Pumped storage,Electricity Installed Capacity (MW),2000.0,19699,,
North America,Fossil fuels,Electricity Generation (GWh),2000.0,3204904.38,,
North America,Fossil fuels,Electricity Installed Capacity (MW),2000.0,686215.2,,
North America,Nuclear,Electricity Generation (GWh),2000.0,878738,,
North America,Nuclear,Electricity Installed Capacity (MW),2000.0,109783,,
North America,Other non-renewable energy,Electricity Generation (GWh),2000.0,15632.31,,
North America,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,24266.25,,
Oceania,Total renewable,Electricity Generation (GWh),2000.0,48075.14,,
Oceania,Total renewable,Electricity Installed Capacity (MW),2000.0,13456.31,,
Oceania,Solar energy,Electricity Generation (GWh),2000.0,39.52,,
Oceania,Solar energy,Electricity Installed Capacity (MW),2000.0,26.16,,
Oceania,Wind energy,Electricity Generation (GWh),2000.0,185.47,,
Oceania,Wind energy,Electricity Installed Capacity (MW),2000.0,73.01,,
Oceania,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,42830.35,,
Oceania,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,12391.5,,
Oceania,Marine energy,Electricity Generation (GWh),2000.0,-,,
Oceania,Marine energy,Electricity Installed Capacity (MW),2000.0,-,,
Oceania,Bioenergy,Electricity Generation (GWh),2000.0,2097.7,,
Oceania,Bioenergy,Electricity Installed Capacity (MW),2000.0,547.45,,
Oceania,Geothermal energy,Electricity Generation (GWh),2000.0,2922.1,,
Oceania,Geothermal energy,Electricity Installed Capacity (MW),2000.0,418.2,,
Oceania,Total non-renewable,Electricity Generation (GWh),2000.0,209440.13,,
Oceania,Total non-renewable,Electricity Installed Capacity (MW),2000.0,42388.87,,
Oceania,Pumped storage,Electricity Generation (GWh),2000.0,360,,
Oceania,Pumped storage,Electricity Installed Capacity (MW),2000.0,1490,,
Oceania,Fossil fuels,Electricity Generation (GWh),2000.0,209013.13,,
Oceania,Fossil fuels,Electricity Installed Capacity (MW),2000.0,40898.87,,
Oceania,Nuclear,Electricity Generation (GWh),2000.0,-,,
Oceania,Nuclear,Electricity Installed Capacity (MW),2000.0,-,,
Oceania,Other non-renewable energy,Electricity Generation (GWh),2000.0,67,,
Oceania,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,-,,
South America,Total renewable,Electricity Generation (GWh),2000.0,545209.82,,
South America,Total renewable,Electricity Installed Capacity (MW),2000.0,113450.01,,
South America,Solar energy,Electricity Generation (GWh),2000.0,8.12,,
South America,Solar energy,Electricity Installed Capacity (MW),2000.0,1.91,,
South America,Wind energy,Electricity Generation (GWh),2000.0,37.75,,
South America,Wind energy,Electricity Installed Capacity (MW),2000.0,29.67,,
South America,Hydropower (excl. pumped storage),Electricity Generation (GWh),2000.0,534839.06,,
South America,Hydropower (excl. pumped storage),Electricity Installed Capacity (MW),2000.0,110453.57,,
South America,Marine energy,Electricity Generation (GWh),2000.0,-,,
South America,Marine energy,Electricity Installed Capacity (MW),2000.0,-,,
South America,Bioenergy,Electricity Generation (GWh),2000.0,10320.9,,
South America,Bioenergy,Electricity Installed Capacity (MW),2000.0,2964.26,,
South America,Geothermal energy,Electricity Generation (GWh),2000.0,4,,
South America,Geothermal energy,Electricity Installed Capacity (MW),2000.0,0.6,,
South America,Total non-renewable,Electricity Generation (GWh),2000.0,160235.21,,
South America,Total non-renewable,Electricity Installed Capacity (MW),2000.0,48898.72,,
South America,Pumped storage,Electricity Generation (GWh),2000.0,111,,
South America,Pumped storage,Electricity Installed Capacity (MW),2000.0,974,,
South America,Fossil fuels,Electricity Generation (GWh),2000.0,144848.9,,
South America,Fossil fuels,Electricity Installed Capacity (MW),2000.0,44953.72,,
South America,Nuclear,Electricity Generation (GWh),2000.0,12223.11,,
South America,Nuclear,Electricity Installed Capacity (MW),2000.0,2971,,
South America,Other non-renewable energy,Electricity Generation (GWh),2000.0,3052.2,,
South America,Other non-renewable energy,Electricity Installed Capacity (MW),2000.0,-,,
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Afghanistan,457.94
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Afghanistan,457.93
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Afghanistan,0.01
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Afghanistan,191.5
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Afghanistan,191.5
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Afghanistan,0
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Afghanistan,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Afghanistan,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Afghanistan,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Afghanistan,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Afghanistan,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Afghanistan,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Afghanistan,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Afghanistan,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Afghanistan,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Afghanistan,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Afghanistan,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Afghanistan,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Albania,4594
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Albania,4594
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Albania,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Albania,1453
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Albania,1453
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Albania,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Albania,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Albania,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Albania,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Albania,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Albania,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Albania,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Albania,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Albania,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Albania,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Albania,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Albania,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Albania,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Algeria,54
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Algeria,54
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Algeria,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Algeria,276.6
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Algeria,276.6
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Algeria,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Algeria,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Algeria,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Algeria,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Algeria,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Algeria,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Algeria,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Algeria,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Algeria,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Algeria,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Algeria,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Algeria,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Algeria,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,American Samoa,-
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,American Samoa,-
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,American Samoa,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,American Samoa,-
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,American Samoa,-
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,American Samoa,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,American Samoa,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,American Samoa,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,American Samoa,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,American Samoa,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,American Samoa,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,American Samoa,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,American Samoa,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,American Samoa,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,American Samoa,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,American Samoa,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,American Samoa,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,American Samoa,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Andorra,80
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Andorra,80
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Andorra,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Andorra,30
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Andorra,30
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Andorra,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Andorra,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Andorra,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Andorra,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Andorra,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Andorra,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Andorra,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Andorra,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Andorra,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Andorra,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Andorra,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Andorra,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Andorra,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Angola,900.29
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Angola,887.59
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Angola,12.7
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Angola,235.58
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Angola,229.92
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Angola,5.66
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Angola,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Angola,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Angola,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Angola,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Angola,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Angola,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Angola,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Angola,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Angola,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Angola,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Angola,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Angola,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Anguilla,-
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Anguilla,-
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Anguilla,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Anguilla,-
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Anguilla,-
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Anguilla,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Anguilla,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Anguilla,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Anguilla,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Anguilla,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Anguilla,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Anguilla,-
