Region_Tech_Desc,Category,Data_Type,Year,Electricity_Output_GWh,Grid_Connection,Miscellaneous
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Czechia,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Czechia,1048.59
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Czechia,1048.59
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Czechia,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Czechia,0.05
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Czechia,0.05
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Czechia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Czechia,0.1
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Czechia,0.1
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Czechia,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Czechia,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Czechia,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Czechia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Czechia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Czechia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Czechia,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Democratic People's Republic of Korea (the),10200.88
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Democratic People's Republic of Korea (the),10200.88
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Democratic People's Republic of Korea (the),4592.5
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Democratic People's Republic of Korea (the),4592.5
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Democratic People's Republic of Korea (the),-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Democratic Republic of the Congo (the),5996.42
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Democratic Republic of the Congo (the),5996
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Democratic Republic of the Congo (the),0.42
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Democratic Republic of the Congo (the),2398.16
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Democratic Republic of the Congo (the),2398
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Democratic Republic of the Congo (the),0.16
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Democratic Republic of the Congo (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Democratic Republic of the Congo (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Democratic Republic of the Congo (the),-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Democratic Republic of the Congo (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Democratic Republic of the Congo (the),-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Denmark,5572
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Denmark,5572
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Denmark,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Denmark,2643.02
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Denmark,2643.02
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Denmark,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Denmark,1
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Denmark,1
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Denmark,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Denmark,1
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Denmark,1
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Denmark,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Denmark,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Denmark,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Denmark,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Denmark,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Denmark,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Denmark,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Djibouti,-
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Djibouti,-
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Djibouti,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Djibouti,-
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Djibouti,-
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Djibouti,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Djibouti,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Djibouti,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Djibouti,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Djibouti,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Djibouti,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Djibouti,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Djibouti,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Djibouti,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Djibouti,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Djibouti,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Djibouti,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Djibouti,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Dominica,31.71
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Dominica,31.71
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Dominica,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Dominica,7.68
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Dominica,7.68
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Dominica,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Dominica,0.12
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Dominica,0.12
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Dominica,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Dominica,0.08
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Dominica,0.08
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Dominica,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Dominica,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Dominica,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Dominica,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Dominica,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Dominica,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Dominica,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Dominican Republic (the),1030.12
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Dominican Republic (the),933.65
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Dominican Republic (the),96.47
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Dominican Republic (the),489.66
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Dominican Republic (the),471.6
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Dominican Republic (the),18.06
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Dominican Republic (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Dominican Republic (the),-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Dominican Republic (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Dominican Republic (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Dominican Republic (the),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Dominican Republic (the),-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Dominican Republic (the),-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Dominican Republic (the),-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Dominican Republic (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Dominican Republic (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Dominican Republic (the),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Dominican Republic (the),-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Ecuador,7611.23
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Ecuador,7595.23
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Ecuador,16
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Ecuador,1714.62
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Ecuador,1710.68
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Ecuador,3.94
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Ecuador,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Ecuador,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Ecuador,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Ecuador,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Ecuador,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Ecuador,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Ecuador,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Ecuador,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Ecuador,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Ecuador,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Ecuador,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Ecuador,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Egypt,14104.73
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Egypt,14092.12
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Egypt,12.61
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Egypt,2927.1
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Egypt,2922
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Egypt,5.1
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Egypt,0.17
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Egypt,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Egypt,0.17
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Egypt,0.1
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Egypt,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Egypt,0.1
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Egypt,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Egypt,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Egypt,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Egypt,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Egypt,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Egypt,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,El Salvador,2033.69
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,El Salvador,2033.6
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,El Salvador,0.09
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,El Salvador,601.79
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,El Salvador,601.74
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,El Salvador,0.05
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,El Salvador,0.07
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,El Salvador,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,El Salvador,0.07
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,El Salvador,0.04
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,El Salvador,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,El Salvador,0.04
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,El Salvador,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,El Salvador,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,El Salvador,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,El Salvador,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,El Salvador,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,El Salvador,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Equatorial Guinea,7
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Equatorial Guinea,7
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Equatorial Guinea,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Equatorial Guinea,5.6
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Equatorial Guinea,5.6
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Equatorial Guinea,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Equatorial Guinea,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Equatorial Guinea,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Equatorial Guinea,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Equatorial Guinea,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Equatorial Guinea,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Equatorial Guinea,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Equatorial Guinea,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Equatorial Guinea,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Equatorial Guinea,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Equatorial Guinea,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Equatorial Guinea,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Equatorial Guinea,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Eritrea,-
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Eritrea,-
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Eritrea,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Eritrea,-
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Eritrea,-
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Eritrea,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Eritrea,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Eritrea,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Eritrea,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Eritrea,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Eritrea,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Eritrea,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Eritrea,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Eritrea,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Eritrea,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Eritrea,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Eritrea,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Eritrea,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Estonia,18.3
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Estonia,18.3
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Estonia,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Estonia,7
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Estonia,7
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Estonia,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Estonia,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Estonia,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Estonia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Estonia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Estonia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Estonia,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Estonia,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Estonia,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Estonia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Estonia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Estonia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Estonia,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Eswatini,278.79
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Eswatini,275.19
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Eswatini,3.6
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Eswatini,103.9
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Eswatini,102.1
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Eswatini,1.8
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Eswatini,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Eswatini,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Eswatini,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Eswatini,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Eswatini,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Eswatini,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Eswatini,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Eswatini,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Eswatini,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Eswatini,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Eswatini,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Eswatini,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Ethiopia,1720.85
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Ethiopia,1715.53
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Ethiopia,5.32
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Ethiopia,405.65
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Ethiopia,404.5
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Ethiopia,1.15
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Ethiopia,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Ethiopia,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Ethiopia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Ethiopia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Ethiopia,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Ethiopia,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Ethiopia,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Ethiopia,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Ethiopia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Ethiopia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Ethiopia,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Ethiopia,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Falkland Islands (Malvinas),0.91
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Falkland Islands (Malvinas),-
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Falkland Islands (Malvinas),0.91
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Falkland Islands (Malvinas),0.26
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Falkland Islands (Malvinas),-
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Falkland Islands (Malvinas),0.26
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Falkland Islands (Malvinas),-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Falkland Islands (Malvinas),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Falkland Islands (Malvinas),-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Falkland Islands (Malvinas),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Falkland Islands (Malvinas),-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Falkland Islands (Malvinas),-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Faroe Islands,75.3
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Faroe Islands,75.3
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Faroe Islands,-
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Faroe Islands,31.75
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Faroe Islands,31.75
South America,Total Renewable,Electricity Installed Capacity (MW),Off-grid,2000.0,Faroe Islands,-
South America,Solar photovoltaic,Electricity Generation (GWh),All,2000.0,Faroe Islands,-
South America,Solar photovoltaic,Electricity Generation (GWh),On-grid,2000.0,Faroe Islands,-
South America,Solar photovoltaic,Electricity Generation (GWh),Off-grid,2000.0,Faroe Islands,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),All,2000.0,Faroe Islands,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),On-grid,2000.0,Faroe Islands,-
South America,Solar photovoltaic,Electricity Installed Capacity (MW),Off-grid,2000.0,Faroe Islands,-
South America,Solar thermal energy,Electricity Generation (GWh),All,2000.0,Faroe Islands,-
South America,Solar thermal energy,Electricity Generation (GWh),On-grid,2000.0,Faroe Islands,-
South America,Solar thermal energy,Electricity Generation (GWh),Off-grid,2000.0,Faroe Islands,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),All,2000.0,Faroe Islands,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),On-grid,2000.0,Faroe Islands,-
South America,Solar thermal energy,Electricity Installed Capacity (MW),Off-grid,2000.0,Faroe Islands,-
South America,Total Renewable,Electricity Generation (GWh),All,2000.0,Fiji,512.7
South America,Total Renewable,Electricity Generation (GWh),On-grid,2000.0,Fiji,507.43
South America,Total Renewable,Electricity Generation (GWh),Off-grid,2000.0,Fiji,5.26
South America,Total Renewable,Electricity Installed Capacity (MW),All,2000.0,Fiji,108.55
South America,Total Renewable,Electricity Installed Capacity (MW),On-grid,2000.0,Fiji,107.36
